employee_id,opco,pnl_department,raw_department,standardized_role,role_level,role_with_level,role_family,raw_job_title,worker_class,employee_type,work_state,hire_date,tenure_years,fte,scheduled_weekly_hours,pay_basis_resolved,pay_rate,annual_base,hourly_base_rate,overtime_cost,variable_comp_cost,bonus_cost,payroll_tax_cost,benefits_cost,fully_loaded_annual_cost,fully_loaded_hourly_cost,load_factor_applied,data_quality_flag
PIN-10094,Pinnacle Plumbing & Drain,Field Service - Install,Field,Plumbing Installer,Unspecified,Plumbing Installer - Unspecified,Field - Install,Plumbing Installer,Employee,,TX,2021-05-12,5.3,1.0,40.0,Hourly,22.96,47756.8,22.96,5799.45,3849.17,478.0,4059.21,7713.54,69656.17,33.49,1.4586,hours_defaulted;pay_basis_imputed
PIN-10095,Pinnacle Plumbing & Drain,Field Service - Install,Field,Plumbing Installer,Unspecified,Plumbing Installer - Unspecified,Field - Install,Plumbing Installer,Employee,,TX,2025-04-13,1.38,1.0,40.0,Hourly,28.3,58864.0,28.3,7148.28,4744.4,589.18,5003.3,7713.54,84062.7,40.41,1.4281,hours_defaulted;pay_basis_imputed
PIN-10096,Pinnacle Plumbing & Drain,Field Service - Install,Field,Plumbing Installer,Unspecified,Plumbing Installer - Unspecified,Field - Install,Plumbing Installer,Employee,Regular,TX,2024-05-29,2.26,1.0,40.0,Hourly,23.43,48734.4,23.43,5918.17,3927.96,487.79,4142.31,7713.54,70924.17,34.1,1.4553,hours_defaulted;pay_basis_imputed
PIN-10097,Pinnacle Plumbing & Drain,Field Service - Install,Field,Plumbing Installer,Unspecified,Plumbing Installer - Unspecified,Field - Install,Plumbing Installer,Employee,Regular,TX,2021-04-13,5.38,1.0,40.0,Hourly,24.51,50980.8,24.51,6190.97,4109.02,510.27,4333.25,7713.54,73837.85,35.5,1.4483,hours_defaulted;pay_basis_imputed
PIN-10098,Pinnacle Plumbing & Drain,Field Service - Install,Field,Plumbing Installer,Unspecified,Plumbing Installer - Unspecified,Field - Install,Plumbing Installer,Employee,Regular,TX,2024-08-01,2.08,1.0,40.0,Hourly,27.04,56243.2,27.04,6830.02,4533.17,562.95,4780.54,7713.54,80663.42,38.78,1.4342,hours_defaulted;pay_basis_imputed
PIN-10099,Pinnacle Plumbing & Drain,Field Service - Install,Field,Plumbing Installer,Unspecified,Plumbing Installer - Unspecified,Field - Install,Plumbing Installer,Employee,FT,TX,2023-04-24,3.35,1.0,40.0,Hourly,26.56,55244.8,26.56,6708.77,4452.7,552.95,4695.68,7713.54,79368.44,38.16,1.4367,hours_defaulted;pay_basis_imputed
PIN-10100,Pinnacle Plumbing & Drain,Field Service - Install,Field,Plumbing Installer,Unspecified,Plumbing Installer - Unspecified,Field - Install,Plumbing Installer,Employee,Regular,TX,2016-10-27,9.84,1.0,40.0,Hourly,25.82,53705.6,25.82,6521.86,4328.64,537.55,4564.85,7713.54,77372.04,37.2,1.4407,hours_defaulted;pay_basis_imputed
PIN-10101,Pinnacle Plumbing & Drain,Field Service - Install,Field,Plumbing Installer,Unspecified,Plumbing Installer - Unspecified,Field - Install,Plumbing Installer,Employee,Regular,TX,2026-01-04,0.65,1.0,40.0,Hourly,23.1,48048.0,23.1,5834.82,3872.64,480.92,4083.97,7713.54,70033.89,33.67,1.4576,hours_defaulted;pay_basis_imputed
PIN-10102,Pinnacle Plumbing & Drain,Field Service - Install,Field,Plumbing Installer,Unspecified,Plumbing Installer - Unspecified,Field - Install,Plumbing Installer,Employee,Full-Time,TX,2025-03-22,1.44,1.0,40.0,Hourly,22.59,46987.2,22.59,5705.99,3787.14,470.3,3993.8,7713.54,68657.97,33.01,1.4612,hours_defaulted;pay_basis_imputed
PIN-10103,Pinnacle Plumbing & Drain,Field Service - Install,Field,Plumbing Installer,Unspecified,Plumbing Installer - Unspecified,Field - Install,Plumbing Installer,Employee,Regular,TX,2025-04-19,1.37,1.0,40.0,Hourly,24.04,50003.2,24.04,6072.25,4030.23,500.49,4250.15,7713.54,72569.86,34.89,1.4513,hours_defaulted;pay_basis_imputed
PIN-10104,Pinnacle Plumbing & Drain,Field Service - Install,Field,Plumbing Installer,Unspecified,Plumbing Installer - Unspecified,Field - Install,Plumbing Installer,Employee,,TX,2025-07-30,1.09,1.0,40.0,Hourly,29.23,60798.4,29.23,7383.19,4900.32,608.54,5167.72,7713.54,86571.71,41.62,1.4239,hours_defaulted;pay_basis_imputed
PIN-10105,Pinnacle Plumbing & Drain,Field Service - Install,Field,Plumbing Installer,Lead,Plumbing Installer - Lead,Field - Install,Plumbing Installer - Lead,Employee,Full-Time,TX,2021-08-08,5.06,1.0,40.0,Hourly,42.38,88150.4,42.38,10704.74,7104.87,882.31,7492.57,7713.54,122048.43,58.68,1.3845,hours_defaulted;pay_basis_imputed
PIN-10106,Pinnacle Plumbing & Drain,Field Service - Install,Field,Plumbing Installer,Lead,Plumbing Installer - Lead,Field - Install,Plumbing Installer - Lead,Employee,,TX,2017-09-08,8.98,1.0,40.0,Hourly,41.29,85883.2,41.29,10429.42,6922.14,859.62,7299.87,7713.54,119107.79,57.26,1.3869,hours_defaulted;pay_basis_imputed
PIN-10107,Pinnacle Plumbing & Drain,Field Service - Install,Field,Plumbing Installer,Lead,Plumbing Installer - Lead,Field - Install,Plumbing Installer - Lead,Employee,Regular,TX,2018-11-26,7.76,1.0,40.0,Hourly,41.75,86840.0,41.75,10545.61,6999.25,869.19,7381.19,7713.54,120348.78,57.86,1.3859,hours_defaulted;pay_basis_imputed
PIN-10108,Pinnacle Plumbing & Drain,Field Service - Install,Field,Plumbing Installer,Lead,Plumbing Installer - Lead,Field - Install,Plumbing Installer - Lead,Employee,FT,TX,2025-05-30,1.25,1.0,40.0,Hourly,43.35,90168.0,43.35,10949.75,7267.49,902.5,7664.06,7713.54,124665.34,59.94,1.3826,hours_defaulted;pay_basis_imputed
PIN-10109,Pinnacle Plumbing & Drain,Field Service - Install,Field,Plumbing Installer,Lead,Plumbing Installer - Lead,Field - Install,Plumbing Installer - Lead,Employee,,TX,2025-08-21,1.03,1.0,40.0,Hourly,42.42,88233.6,42.42,10714.84,7111.58,883.14,7499.65,7713.54,122156.35,58.73,1.3845,hours_defaulted;pay_basis_imputed
PIN-10110,Pinnacle Plumbing & Drain,Field Service - Install,Field,Plumbing Installer,Lead,Plumbing Installer - Lead,Field - Install,Plumbing Installer - Lead,Employee,,TX,2025-05-02,1.33,1.0,40.0,Hourly,43.26,89980.8,43.26,10927.02,7252.4,900.63,7648.15,7713.54,124422.54,59.82,1.3828,hours_defaulted;pay_basis_imputed
PIN-10111,Pinnacle Plumbing & Drain,Field Service - Install,Field,Plumbing Installer,Lead,Plumbing Installer - Lead,Field - Install,Plumbing Installer - Lead,Employee,Regular,TX,2021-07-25,5.1,1.0,40.0,Hourly,40.91,85092.8,40.91,10333.43,6858.43,851.71,7232.69,7713.54,118082.6,56.77,1.3877,hours_defaulted;pay_basis_imputed
PIN-10112,Pinnacle Plumbing & Drain,Field Service - Install,Field,Plumbing Installer,Lead,Plumbing Installer - Lead,Field - Install,Plumbing Installer - Lead,Employee,Full-Time,TX,2023-02-18,3.53,1.0,40.0,Hourly,43.83,91166.4,43.83,11070.99,7347.96,912.5,7748.93,7713.54,125960.32,60.56,1.3817,hours_defaulted;pay_basis_imputed
PIN-10113,Pinnacle Plumbing & Drain,Field Service - Install,Field,Plumbing Installer,Lead,Plumbing Installer - Lead,Field - Install,Plumbing Installer - Lead,Employee,FT,TX,2023-12-24,2.69,1.0,40.0,Hourly,43.67,90833.6,43.67,11030.58,7321.14,909.17,7720.64,7713.54,125528.67,60.35,1.382,hours_defaulted;pay_basis_imputed
PIN-10114,Pinnacle Plumbing & Drain,Field Service - Install,Field,Plumbing Installer,Lead,Plumbing Installer - Lead,Field - Install,Plumbing Installer - Lead,Employee,Full-Time,TX,2020-07-19,6.12,1.0,40.0,Hourly,44.59,92747.2,44.59,11262.96,7475.37,928.32,7883.29,7713.54,128010.68,61.54,1.3802,hours_defaulted;pay_basis_imputed
PIN-10115,Pinnacle Plumbing & Drain,Field Service - Install,Field,Plumbing Installer,Lead,Plumbing Installer - Lead,Field - Install,Plumbing Installer - Lead,Employee,Full-Time,TX,2019-03-17,7.46,1.0,40.0,Hourly,41.18,85654.4,41.18,10401.63,6903.69,857.33,7280.42,7713.54,118811.01,57.12,1.3871,hours_defaulted;pay_basis_imputed
PIN-10116,Pinnacle Plumbing & Drain,Field Service - Install,Field,Plumbing Installer,Lead,Plumbing Installer - Lead,Field - Install,Plumbing Installer - Lead,Employee,Regular,TX,2023-02-22,3.52,1.0,40.0,Hourly,40.43,84094.4,40.43,10212.19,6777.96,841.71,7147.82,7713.54,116787.62,56.15,1.3888,hours_defaulted;pay_basis_imputed
PIN-10117,Pinnacle Plumbing & Drain,Field Service - Install,Field,Plumbing Installer,Lead,Plumbing Installer - Lead,Field - Install,Plumbing Installer - Lead,Employee,Full-Time,TX,2023-11-14,2.8,1.0,40.0,Hourly,41.41,86132.8,41.41,10459.73,6942.25,862.12,7321.08,7713.54,119431.52,57.42,1.3866,hours_defaulted;pay_basis_imputed
PIN-10118,Pinnacle Plumbing & Drain,Field Service - Install,Field,Plumbing Installer,Lead,Plumbing Installer - Lead,Field - Install,Plumbing Installer - Lead,Employee,FT,TX,2024-07-12,2.14,1.0,40.0,Hourly,41.23,85758.4,41.23,10414.26,6912.08,858.37,7289.26,7713.54,118945.91,57.19,1.387,hours_defaulted;pay_basis_imputed
PIN-10119,Pinnacle Plumbing & Drain,Field Service - Install,Field,Plumbing Installer,Lead,Plumbing Installer - Lead,Field - Install,Plumbing Installer - Lead,Employee,Regular,TX,2022-02-05,4.57,1.0,40.0,Hourly,40.4,84032.0,40.4,10204.61,6772.93,841.09,7142.52,7713.54,116706.69,56.11,1.3888,hours_defaulted;pay_basis_imputed
PIN-10120,Pinnacle Plumbing & Drain,Field Service - Install,Field,Plumbing Installer,Lead,Plumbing Installer - Lead,Field - Install,Plumbing Installer - Lead,Employee,,TX,2024-01-10,2.64,1.0,40.0,Hourly,43.63,90750.4,43.63,11020.48,7314.43,908.33,7713.57,7713.54,125420.75,60.3,1.382,hours_defaulted;pay_basis_imputed
PIN-10121,Pinnacle Plumbing & Drain,Field Service - Install,Field,Plumbing Installer,Lead,Plumbing Installer - Lead,Field - Install,Plumbing Installer - Lead,Employee,Regular,TX,2024-06-08,2.23,1.0,40.0,Hourly,43.96,91436.8,43.96,11103.83,7369.75,915.2,7771.91,7713.54,126311.03,60.73,1.3814,hours_defaulted;pay_basis_imputed
PIN-10122,Pinnacle Plumbing & Drain,Field Service - Install,Field,Plumbing Installer,Lead,Plumbing Installer - Lead,Field - Install,Plumbing Installer - Lead,Employee,Full-Time,TX,2023-05-09,3.31,1.0,40.0,Hourly,43.7,90896.0,43.7,11038.16,7326.16,909.79,7725.94,7713.54,125609.59,60.39,1.3819,hours_defaulted;pay_basis_imputed
PIN-10123,Pinnacle Plumbing & Drain,Field Service - Install,Field,Plumbing Installer,Lead,Plumbing Installer - Lead,Field - Install,Plumbing Installer - Lead,Employee,Regular,TX,2023-12-19,2.7,1.0,40.0,Hourly,44.23,91998.4,44.23,11172.03,7415.02,920.83,7819.64,7713.54,127039.46,61.08,1.3809,hours_defaulted;pay_basis_imputed
PIN-10124,Pinnacle Plumbing & Drain,Field Service - Install,Field,Plumbing Installer,Lead,Plumbing Installer - Lead,Field - Install,Plumbing Installer - Lead,Employee,,TX,2025-01-30,1.58,1.0,40.0,Hourly,40.06,83324.8,40.06,10118.73,6715.93,834.01,7082.41,7713.54,115789.42,55.67,1.3896,hours_defaulted;pay_basis_imputed
PIN-10125,Pinnacle Plumbing & Drain,Field Service - Install,Field,Plumbing Installer,Lead,Plumbing Installer - Lead,Field - Install,Plumbing Installer - Lead,Employee,Regular,TX,2021-04-02,5.41,1.0,40.0,Hourly,42.96,89356.8,42.96,10851.24,7202.11,894.38,7595.11,7713.54,123613.18,59.43,1.3834,hours_defaulted;pay_basis_imputed
RED-10095,Redwood Electric,Field Service - Repair & Maintenance,Field Ops - Service,Electrician,Apprentice,Electrician - Apprentice,Field - Service,Apprentice Electrician (Lvl 1),Employee,Full-Time,AZ,2020-12-17,5.7,1.0,40.0,Hourly,18.58,38646.4,18.58,4600.82,3857.83,387.39,3277.96,8261.65,59032.05,28.38,1.5275,hours_defaulted
RED-10096,Redwood Electric,Field Service - Repair & Maintenance,Field Ops - Service,Electrician,Apprentice,Electrician - Apprentice,Field - Service,Apprentice Electrician (Lvl 1),Employee,Regular,AZ,2021-10-30,4.84,1.0,40.0,Hourly,17.06,35484.8,17.06,4224.43,3542.23,355.7,3009.8,8261.65,54878.61,26.38,1.5465,hours_defaulted
RED-10097,Redwood Electric,Field Service - Repair & Maintenance,Field Ops - Service,Electrician,Apprentice,Electrician - Apprentice,Field - Service,Apprentice Electrician (Lvl 1),Employee,,AZ,2024-11-16,1.79,1.0,40.0,Hourly,17.56,36524.8,17.56,4348.24,3646.04,366.12,3098.01,8261.65,56244.86,27.04,1.5399,hours_defaulted
RED-10098,Redwood Electric,Field Service - Repair & Maintenance,Field Ops - Service,Electrician,Apprentice,Electrician - Apprentice,Field - Service,Apprentice Electrician (Lvl 1),Employee,Regular,AZ,2025-06-13,1.22,1.0,40.0,Hourly,21.69,45115.2,21.69,5370.92,4503.57,452.23,3826.64,8261.65,67530.21,32.47,1.4968,hours_defaulted
RED-10099,Redwood Electric,Field Service - Repair & Maintenance,Field Ops - Service,Electrician,Apprentice,Electrician - Apprentice,Field - Service,Apprentice Electrician (Lvl 1),Employee,Regular,AZ,2026-01-21,0.61,1.0,40.0,Hourly,18.5,38480.0,18.5,4581.01,3841.22,385.72,3263.85,8261.65,58813.45,28.28,1.5284,hours_defaulted
RED-10100,Redwood Electric,Field Service - Repair & Maintenance,Field Ops - Service,Electrician,Apprentice,Electrician - Apprentice,Field - Service,Apprentice Electrician (Lvl 1),Employee,Full-Time,AZ,2024-03-08,2.48,1.0,40.0,Hourly,20.25,42120.0,20.25,5014.35,4204.58,422.21,3572.59,8261.65,63595.38,30.57,1.5099,hours_defaulted
RED-10101,Redwood Electric,Field Service - Repair & Maintenance,Field Ops - Service,Electrician,Apprentice,Electrician - Apprentice,Field - Service,Apprentice Electrician (Lvl 1),Employee,FT,AZ,2021-07-31,5.08,1.0,40.0,Hourly,18.86,39228.8,18.86,4670.15,3915.97,393.23,3327.36,8261.65,59797.16,28.75,1.5243,hours_defaulted
RED-10102,Redwood Electric,Field Service - Repair & Maintenance,Field Ops - Service,Electrician,Apprentice,Electrician - Apprentice,Field - Service,Apprentice Electrician (Lvl 1),Employee,,AZ,2012-12-08,13.73,1.0,40.0,Hourly,21.71,45156.8,21.71,5375.88,4507.72,452.65,3830.17,8261.65,67584.87,32.49,1.4967,hours_defaulted
RED-10103,Redwood Electric,Field Service - Repair & Maintenance,Field Ops - Service,Electrician,Apprentice,Electrician - Apprentice,Field - Service,Apprentice Electrician (Lvl 1),Employee,Full-Time,AZ,2015-06-18,11.2,1.0,40.0,Hourly,18.18,37814.4,18.18,4501.77,3774.78,379.05,3207.39,8261.65,57939.04,27.86,1.5322,hours_defaulted
RED-10104,Redwood Electric,Field Service - Repair & Maintenance,Field Ops - Service,Electrician,Apprentice,Electrician - Apprentice,Field - Service,Apprentice Electrician (Lvl 1),Employee,Regular,AZ,2026-03-24,0.44,1.0,40.0,Hourly,18.79,39083.2,18.79,4652.82,3901.43,391.77,3315.01,8261.65,59605.88,28.66,1.5251,hours_defaulted;pay_rate_imputed
RED-10105,Redwood Electric,Field Service - Repair & Maintenance,Field Ops - Service,Electrician,Apprentice,Electrician - Apprentice,Field - Service,Apprentice Electrician (Lvl 1),Employee,Regular,AZ,2023-07-08,3.15,1.0,40.0,Hourly,21.65,45032.0,21.65,5361.02,4495.27,451.4,3819.58,8261.65,67420.92,32.41,1.4972,hours_defaulted
RED-10106,Redwood Electric,Field Service - Repair & Maintenance,Field Ops - Service,Electrician,Apprentice,Electrician - Apprentice,Field - Service,Apprentice Electrician (Lvl 1),Employee,Regular,AZ,2024-08-18,2.03,1.0,40.0,Hourly,19.29,40123.2,19.29,4776.63,4005.25,402.19,3403.22,8261.65,60972.14,29.31,1.5196,hours_defaulted
RED-10107,Redwood Electric,Field Service - Repair & Maintenance,Field Ops - Service,Electrician,Apprentice,Electrician - Apprentice,Field - Service,Apprentice Electrician (Lvl 1),Employee,Full-Time,AZ,2025-10-30,0.84,1.0,40.0,Hourly,18.45,38376.0,18.45,4568.63,3830.84,384.68,3255.03,8261.65,58676.83,28.21,1.529,hours_defaulted
RED-10108,Redwood Electric,Field Service - Repair & Maintenance,Field Ops - Service,Electrician,Apprentice,Electrician - Apprentice,Field - Service,Apprentice Electrician (Lvl 1),Employee,FT,AZ,2024-10-15,1.88,1.0,40.0,Hourly,18.3,38064.0,18.3,4531.48,3799.69,381.55,3228.56,8261.65,58266.93,28.01,1.5308,hours_defaulted
RED-10109,Redwood Electric,Field Service - Repair & Maintenance,Field Ops - Service,Electrician,Apprentice,Electrician - Apprentice,Field - Service,Apprentice Electrician (Lvl 1),Employee,Regular,AZ,2022-03-06,4.49,1.0,40.0,Hourly,20.79,43243.2,20.79,5148.06,4316.7,433.47,3667.86,8261.65,65070.94,31.28,1.5048,hours_defaulted
RED-10110,Redwood Electric,Field Service - Repair & Maintenance,Field Ops - Service,Electrician,Apprentice,Electrician - Apprentice,Field - Service,Apprentice Electrician (Lvl 1),Employee,FT,AZ,2024-01-08,2.64,1.0,40.0,Hourly,19.35,40248.0,19.35,4791.49,4017.71,403.44,3413.81,8261.65,61136.1,29.39,1.519,hours_defaulted
RED-10111,Redwood Electric,Field Service - Repair & Maintenance,Field Ops - Service,Electrician,Apprentice,Electrician - Apprentice,Field - Service,Apprentice Electrician (Lvl 1),Employee,FT,AZ,2025-12-08,0.73,1.0,40.0,Hourly,17.29,35963.2,17.29,4281.39,3589.98,360.49,3050.37,8261.65,55507.08,26.69,1.5434,hours_defaulted
RED-10112,Redwood Electric,Field Service - Repair & Maintenance,Field Ops - Service,Electrician,Apprentice,Electrician - Apprentice,Field - Service,Apprentice Electrician (Lvl 1),Employee,,AZ,2026-02-13,0.54,1.0,40.0,Hourly,18.8,39104.0,18.8,4655.3,3903.51,391.98,3316.77,8261.65,59633.21,28.67,1.525,hours_defaulted
RED-10113,Redwood Electric,Field Service - Repair & Maintenance,Field Ops - Service,Electrician,Apprentice,Electrician - Apprentice,Field - Service,Apprentice Electrician (Lvl 1),Employee,Regular,AZ,2024-08-31,2.0,1.0,40.0,Hourly,19.58,40726.4,19.58,4848.44,4065.46,408.24,3454.39,8261.65,61764.58,29.69,1.5166,hours_defaulted
RED-10114,Redwood Electric,Field Service - Repair & Maintenance,Field Ops - Service,Electrician,Apprentice,Electrician - Apprentice,Field - Service,Apprentice Electrician (Lvl 1),Employee,,AZ,2026-03-09,0.48,1.0,40.0,Hourly,17.79,37003.2,17.79,4405.2,3693.8,370.92,3138.59,8261.65,56873.36,27.34,1.537,hours_defaulted
RED-10115,Redwood Electric,Field Service - Repair & Maintenance,Field Ops - Service,Electrician,Apprentice,Electrician - Apprentice,Field - Service,Apprentice Electrician (Lvl 1),Employee,Regular,AZ,2024-08-20,2.03,1.0,40.0,Hourly,18.78,39062.4,18.78,4650.34,3899.36,391.56,3313.25,8261.65,59578.56,28.64,1.5252,hours_defaulted
RED-10116,Redwood Electric,Field Service - Repair & Maintenance,Field Ops - Service,Electrician,Apprentice,Electrician - Apprentice,Field - Service,Apprentice Electrician (Lvl 1),Employee,Full-Time,AZ,2026-05-16,0.29,1.0,40.0,Hourly,21.1,43888.0,21.1,5224.83,4381.07,439.93,3722.55,8261.65,65918.03,31.69,1.502,hours_defaulted
RED-10117,Redwood Electric,Field Service - Repair & Maintenance,Field Ops - Service,Electrician,Apprentice,Electrician - Apprentice,Field - Service,Apprentice Electrician (Lvl 1),Employee,Regular,AZ,2023-07-14,3.13,1.0,40.0,Hourly,19.55,40664.0,19.55,4841.01,4059.23,407.61,3449.09,8261.65,61682.59,29.66,1.5169,hours_defaulted
RED-10118,Redwood Electric,Field Service - Repair & Maintenance,Field Ops - Service,Electrician,Apprentice,Electrician - Apprentice,Field - Service,Apprentice Electrician (Lvl 1),Employee,FT,AZ,2024-12-06,1.73,1.0,40.0,Hourly,17.01,35380.8,17.01,4212.05,3531.85,354.66,3000.98,8261.65,54741.99,26.32,1.5472,hours_defaulted
RED-10119,Redwood Electric,Field Service - Repair & Maintenance,Field Ops - Service,Electrician,II,Electrician - II,Field - Service,Electrician (Lvl 2),Employee,Regular,AZ,2024-02-17,2.54,1.0,40.0,Hourly,24.99,51979.2,24.99,6188.08,5188.76,521.04,4408.84,8261.65,76547.57,36.8,1.4727,hours_defaulted
RED-10120,Redwood Electric,Field Service - Repair & Maintenance,Field Ops - Service,Electrician,II,Electrician - II,Field - Service,Electrician (Lvl 2),Employee,Regular,AZ,2023-01-10,3.64,1.0,40.0,Hourly,31.54,65603.2,31.54,7810.0,6548.76,657.6,5564.42,8261.65,94445.63,45.41,1.4396,hours_defaulted
RED-10121,Redwood Electric,Field Service - Repair & Maintenance,Field Ops - Service,Electrician,II,Electrician - II,Field - Service,Electrician (Lvl 2),Employee,Regular,AZ,2023-06-22,3.19,1.0,40.0,Hourly,29.04,60403.2,29.04,7190.95,6029.68,605.48,5123.36,8261.65,87614.32,42.12,1.4505,hours_defaulted
RED-10122,Redwood Electric,Field Service - Repair & Maintenance,Field Ops - Service,Electrician,II,Electrician - II,Field - Service,Electrician (Lvl 2),Employee,Regular,AZ,2022-11-09,3.81,1.0,40.0,Hourly,30.57,63585.6,30.57,7569.81,6347.36,637.38,5393.29,8261.65,91795.09,44.13,1.4436,hours_defaulted
RED-10123,Redwood Electric,Field Service - Repair & Maintenance,Field Ops - Service,Electrician,II,Electrician - II,Field - Service,Electrician (Lvl 2),Employee,Full-Time,AZ,2021-05-19,5.28,1.0,40.0,Hourly,31.73,65998.4,31.73,7857.05,6588.21,661.56,5597.94,8261.65,94964.81,45.66,1.4389,hours_defaulted
RED-10124,Redwood Electric,Field Service - Repair & Maintenance,Field Ops - Service,Electrician,II,Electrician - II,Field - Service,Electrician (Lvl 2),Employee,FT,AZ,2024-06-02,2.25,1.0,40.0,Hourly,29.75,61880.0,29.75,7366.76,6177.1,620.28,5248.62,8261.65,89554.41,43.06,1.4472,hours_defaulted
RED-10125,Redwood Electric,Field Service - Repair & Maintenance,Field Ops - Service,Electrician,II,Electrician - II,Field - Service,Electrician (Lvl 2),Employee,Regular,AZ,2018-02-02,8.57,1.0,40.0,Hourly,32.64,67891.2,32.64,8082.39,6777.16,680.54,5758.48,8261.65,97451.42,46.85,1.4354,hours_defaulted
RED-10126,Redwood Electric,Field Service - Repair & Maintenance,Field Ops - Service,Electrician,II,Electrician - II,Field - Service,Electrician (Lvl 2),Employee,FT,AZ,2022-03-10,4.48,1.0,40.0,Hourly,30.94,64355.2,30.94,7661.43,6424.18,645.09,5458.56,8261.65,92806.11,44.62,1.4421,hours_defaulted
RED-10127,Redwood Electric,Field Service - Repair & Maintenance,Field Ops - Service,Electrician,II,Electrician - II,Field - Service,Electrician (Lvl 2),Employee,Full-Time,AZ,2020-12-23,5.69,1.0,40.0,Hourly,24.98,51958.4,24.98,6185.6,5186.68,520.83,4407.08,8261.65,76520.24,36.79,1.4727,hours_defaulted
RED-10128,Redwood Electric,Field Service - Repair & Maintenance,Field Ops - Service,Electrician,II,Electrician - II,Field - Service,Electrician (Lvl 2),Employee,,AZ,2022-04-19,4.37,1.0,40.0,Hourly,28.16,58572.8,28.16,6973.04,5846.96,587.13,4968.1,8261.65,85209.68,40.97,1.4548,hours_defaulted
RED-10129,Redwood Electric,Field Service - Repair & Maintenance,Field Ops - Service,Electrician,II,Electrician - II,Field - Service,Electrician (Lvl 2),Employee,,AZ,2026-03-27,0.43,1.0,40.0,Hourly,32.57,67745.6,32.57,8065.05,6762.62,679.08,5746.14,8261.65,97260.14,46.76,1.4357,hours_defaulted
RED-10130,Redwood Electric,Field Service - Repair & Maintenance,Field Ops - Service,Electrician,II,Electrician - II,Field - Service,Electrician (Lvl 2),Employee,Regular,AZ,2024-04-16,2.37,1.0,40.0,Hourly,24.78,51542.4,24.78,6136.08,5145.16,516.66,4371.79,8261.65,75973.74,36.53,1.474,hours_defaulted
RED-10131,Redwood Electric,Field Service - Repair & Maintenance,Field Ops - Service,Electrician,II,Electrician - II,Field - Service,Electrician (Lvl 2),Employee,Regular,AZ,2023-10-04,2.91,1.0,40.0,Hourly,24.01,49940.8,24.01,5945.41,4985.28,500.6,4235.94,8261.65,73869.68,35.51,1.4791,hours_defaulted
RED-10132,Redwood Electric,Field Service - Repair & Maintenance,Field Ops - Service,Electrician,II,Electrician - II,Field - Service,Electrician (Lvl 2),Employee,FT,AZ,2025-01-05,1.65,1.0,40.0,Hourly,28.82,59945.6,28.82,7136.47,5984.0,600.89,5084.54,8261.65,87013.15,41.83,1.4515,hours_defaulted
RED-10133,Redwood Electric,Field Service - Repair & Maintenance,Field Ops - Service,Electrician,II,Electrician - II,Field - Service,Electrician (Lvl 2),Employee,Regular,AZ,2024-02-27,2.51,1.0,40.0,Hourly,31.1,64688.0,31.1,7701.05,6457.4,648.43,5486.79,8261.65,93243.32,44.83,1.4414,hours_defaulted
RED-10134,Redwood Electric,Field Service - Repair & Maintenance,Field Ops - Service,Electrician,II,Electrician - II,Field - Service,Electrician (Lvl 2),Employee,,AZ,2025-06-19,1.2,1.0,40.0,Hourly,32.11,66788.8,32.11,7951.15,6667.11,669.49,5664.98,8261.65,96003.18,46.16,1.4374,hours_defaulted
RED-10135,Redwood Electric,Field Service - Repair & Maintenance,Field Ops - Service,Electrician,II,Electrician - II,Field - Service,Electrician (Lvl 2),Employee,Full-Time,AZ,2024-11-13,1.8,1.0,40.0,Hourly,30.56,63564.8,30.56,7567.33,6345.28,637.17,5391.52,8261.65,91767.75,44.12,1.4437,hours_defaulted
RED-10136,Redwood Electric,Field Service - Repair & Maintenance,Field Ops - Service,Electrician,II,Electrician - II,Field - Service,Electrician (Lvl 2),Employee,Regular,AZ,2025-07-19,1.12,1.0,40.0,Hourly,30.69,63835.2,30.69,7599.52,6372.27,639.88,5414.46,8261.65,92122.98,44.29,1.4431,hours_defaulted
RED-10137,Redwood Electric,Field Service - Repair & Maintenance,Field Ops - Service,Electrician,II,Electrician - II,Field - Service,Electrician (Lvl 2),Employee,Regular,AZ,2022-01-10,4.64,1.0,40.0,Hourly,31.94,66435.2,31.94,7909.05,6631.81,665.94,5634.99,8261.65,95538.64,45.93,1.4381,hours_defaulted
RED-10138,Redwood Electric,Field Service - Repair & Maintenance,Field Ops - Service,Electrician,II,Electrician - II,Field - Service,Electrician (Lvl 2),Employee,Full-Time,AZ,2024-03-02,2.5,1.0,40.0,Hourly,30.41,63252.8,30.41,7530.19,6314.13,634.04,5365.06,8261.65,91357.87,43.92,1.4443,hours_defaulted
RED-10139,Redwood Electric,Field Service - Repair & Maintenance,Field Ops - Service,Electrician,II,Electrician - II,Field - Service,Electrician (Lvl 2),Employee,,AZ,2025-04-26,1.35,1.0,40.0,Hourly,28.59,59467.2,28.59,7079.52,5936.24,596.1,5043.97,8261.65,86384.68,41.53,1.4526,hours_defaulted
RED-10140,Redwood Electric,Field Service - Repair & Maintenance,Field Ops - Service,Electrician,II,Electrician - II,Field - Service,Electrician (Lvl 2),Employee,Full-Time,AZ,2022-01-29,4.59,1.0,40.0,Hourly,24.94,51875.2,24.94,6175.7,5178.38,519.99,4400.02,8261.65,76410.94,36.74,1.473,hours_defaulted
