profile_id,entity_id,entity_name,provider_industry,location,title_raw,standardized_role,role_family,seniority_provider,start_date,profile_last_updated,months_since_update,staleness_cutoff_date,salary_est_base,live_for_headcount,live_for_structure,excluded_reason
700147,4471023,Cardinal Comfort Services LLC,Residential HVAC & plumbing services,"Mason, OH",Comfort Advisor,Sales Consultant,Sales,Entry,2024-04-24,2026-06-09,2.8,2024-09-01,,True,True,
700142,4471023,Cardinal Comfort Services LLC,Residential HVAC & plumbing services,"Mason, OH",Comfort Advisor,Sales Consultant,Sales,Mid,2022-05-08,2026-02-17,6.4,2024-09-01,,True,True,
700293,4471023,Cardinal Comfort Services LLC,Residential HVAC & plumbing services,"Mason, OH",Customer Experience Manager,Customer Care Manager,Customer Care & Dispatch,Manager,2026-04-23,2026-05-18,3.5,2024-09-01,41500.0,True,True,
700240,4471023,Cardinal Comfort Services LLC,Residential HVAC & plumbing services,"Mason, OH",Customer Service Representative,Customer Service Representative,Customer Care & Dispatch,Entry,2024-12-11,2026-06-04,2.9,2024-09-01,,True,True,
700234,4471023,Cardinal Comfort Services LLC,Residential HVAC & plumbing services,"Mason, OH",Customer Service Representative,Customer Service Representative,Customer Care & Dispatch,Mid,2024-02-21,2025-11-28,9.1,2024-09-01,,True,True,
700273,4471023,Cardinal Comfort Services LLC,Residential HVAC & plumbing services,"Mason, OH",Dispatcher,Dispatcher,Customer Care & Dispatch,Entry,2026-02-27,2026-08-03,1.0,2024-09-01,,True,True,
700277,4471023,Cardinal Comfort Services LLC,Residential HVAC & plumbing services,"Mason, OH",Dispatcher,Dispatcher,Customer Care & Dispatch,Entry,2025-02-15,2025-02-17,18.4,2024-09-01,,True,True,
700279,4471023,Cardinal Comfort Services LLC,Residential HVAC & plumbing services,"Mason, OH",Dispatcher,Dispatcher,Customer Care & Dispatch,Mid,2022-04-08,2025-08-27,12.2,2024-09-01,40500.0,True,True,
700079,4471023,Cardinal Comfort Services LLC,Residential HVAC & plumbing services,"Mason, OH",HVAC Installer,HVAC Installer,Field - Install,Entry,2024-04-28,2026-04-05,4.9,2024-09-01,,True,True,
700077,4471023,Cardinal Comfort Services LLC,Residential HVAC & plumbing services,"Mason, OH",HVAC Installer,HVAC Installer,Field - Install,Mid,2022-10-07,2025-01-10,19.7,2024-09-01,49500.0,True,True,
700024,4471023,Cardinal Comfort Services LLC,Residential HVAC & plumbing services,"Mason, OH",HVAC Service Technician,HVAC Service Technician,Field - Service,Mid,2015-06-26,2024-12-02,21.0,2024-09-01,,True,True,
700028,4471023,Cardinal Comfort Services LLC,Residential HVAC & plumbing services,"Mason, OH",HVAC Service Technician,HVAC Service Technician,Field - Service,Mid,2023-04-03,2025-08-13,12.6,2024-09-01,,True,True,
700038,4471023,Cardinal Comfort Services LLC,Residential HVAC & plumbing services,"Mason, OH",HVAC Service Technician,HVAC Service Technician,Field - Service,Entry,2026-07-29,2026-08-04,0.9,2024-09-01,,True,True,
700019,4471023,Cardinal Comfort Services LLC,Residential HVAC & plumbing services,"Mason, OH",HVAC Service Technician,HVAC Service Technician,Field - Service,Mid,2019-08-25,2026-01-07,7.8,2024-09-01,59500.0,True,True,
700017,4471023,Cardinal Comfort Services LLC,Residential HVAC & plumbing services,"Mason, OH",HVAC Service Technician,HVAC Service Technician,Field - Service,Entry,2025-05-10,2025-07-26,13.2,2024-09-01,58500.0,True,True,
700173,4471023,Cardinal Comfort Services LLC,Residential HVAC & plumbing services,"Mason, OH",Home Solutions Consultant,Sales Consultant,Sales,Mid,2021-03-24,2026-02-10,6.7,2024-09-01,,True,True,
700177,4471023,Cardinal Comfort Services LLC,Residential HVAC & plumbing services,"Mason, OH",Home Solutions Consultant,Sales Consultant,Sales,Mid,2021-05-29,2025-09-24,11.2,2024-09-01,53500.0,True,True,
700377,4471023,Cardinal Comfort Services LLC,Residential HVAC & plumbing services,"Mason, OH",IT Manager,IT Manager,IT,Manager,2022-04-05,2024-12-10,20.7,2024-09-01,73000.0,True,True,
700441,4471023,Cardinal Comfort Services LLC,Residential HVAC & plumbing services,"Mason, OH",Install Manager,Install Manager,Field Leadership,Manager,2023-11-11,2024-11-20,21.4,2024-09-01,104500.0,True,True,
700385,4471023,Cardinal Comfort Services LLC,Residential HVAC & plumbing services,"Mason, OH",Marketing Coordinator,Marketing Coordinator,Marketing,Mid,2016-10-05,2024-11-05,21.8,2024-09-01,52500.0,True,True,
700396,4471023,Cardinal Comfort Services LLC,Residential HVAC & plumbing services,"Mason, OH",Marketing Manager,Marketing Manager,Marketing,Manager,2023-11-01,2025-03-19,17.4,2024-09-01,,True,True,
700428,4471023,Cardinal Comfort Services LLC,Residential HVAC & plumbing services,"Mason, OH",Operations Manager,Operations Manager,Executive & Corporate,Manager,2026-02-21,2026-04-24,4.3,2024-09-01,,True,True,
700425,4471023,Cardinal Comfort Services LLC,Residential HVAC & plumbing services,"Mason, OH",Operations Manager,Operations Manager,Executive & Corporate,Manager,2025-02-01,2026-05-24,3.3,2024-09-01,,True,True,
700099,4471023,Cardinal Comfort Services LLC,Residential HVAC & plumbing services,"Mason, OH",Plumber,Plumbing Service Technician,Field - Service,Entry,2024-11-13,2025-07-24,13.3,2024-09-01,,True,True,
700107,4471023,Cardinal Comfort Services LLC,Residential HVAC & plumbing services,"Mason, OH",Senior Service Technician,HVAC Service Technician,Field - Service,Senior,2024-08-24,2026-04-05,4.9,2024-09-01,,True,True,
700108,4471023,Cardinal Comfort Services LLC,Residential HVAC & plumbing services,"Mason, OH",Senior Service Technician,HVAC Service Technician,Field - Service,Senior,2024-08-19,2026-08-05,0.9,2024-09-01,,True,True,
700110,4471023,Cardinal Comfort Services LLC,Residential HVAC & plumbing services,"Mason, OH",Senior Service Technician,HVAC Service Technician,Field - Service,Senior,2021-01-17,2025-01-04,19.9,2024-09-01,61500.0,True,True,
700465,4471023,Cardinal Comfort Services LLC,Residential HVAC & plumbing services,"Mason, OH",Vice President of Operations,Regional Vice President,Executive & Corporate,Executive,2021-09-30,2025-04-05,16.9,2024-09-01,,True,True,
700256,6120887,Cardinal Heating & Air Inc.,Residential HVAC services,"Florence, KY",Customer Service Representative,Customer Service Representative,Customer Care & Dispatch,Entry,2026-05-12,2026-05-14,3.6,2024-09-01,,True,True,
700025,6120887,Cardinal Heating & Air Inc.,Residential HVAC services,"Florence, KY",HVAC Service Technician,HVAC Service Technician,Field - Service,Entry,2024-08-13,2025-07-02,14.0,2024-09-01,,True,True,
700165,6120887,Cardinal Heating & Air Inc.,Residential HVAC services,"Florence, KY",Home Solutions Consultant,Sales Consultant,Sales,Entry,2024-08-08,2026-01-25,7.2,2024-09-01,55500.0,True,True,
700174,6120887,Cardinal Heating & Air Inc.,Residential HVAC services,"Florence, KY",Home Solutions Consultant,Sales Consultant,Sales,Mid,2020-03-13,2025-05-15,15.6,2024-09-01,,True,True,
700427,6120887,Cardinal Heating & Air Inc.,Residential HVAC services,"Florence, KY",Operations Manager,Operations Manager,Executive & Corporate,Manager,2022-03-31,2025-10-09,10.7,2024-09-01,,True,True,
700423,6120887,Cardinal Heating & Air Inc.,Residential HVAC services,"Florence, KY",Operations Manager,Operations Manager,Executive & Corporate,Manager,2023-03-13,2025-11-07,9.8,2024-09-01,,True,True,
700189,6120887,Cardinal Heating & Air Inc.,Residential HVAC services,"Florence, KY",Residential Sales Consultant,Sales Consultant,Sales,Entry,2026-02-26,2026-04-14,4.6,2024-09-01,46000.0,True,True,
700433,6120887,Cardinal Heating & Air Inc.,Residential HVAC services,"Florence, KY",Service Manager,Service Manager,Field Leadership,Manager,2025-03-08,2026-04-16,4.5,2024-09-01,,True,True,
700056,6120887,Cardinal Heating & Air Inc.,Residential HVAC services,"Florence, KY",Service Technician,Service Technician,Field - Service,Mid,2014-09-02,2024-11-01,22.0,2024-09-01,,True,True,
700371,6120887,Cardinal Heating & Air Inc.,Residential HVAC services,"Florence, KY",Systems Administrator,Systems Administrator,IT,Entry,2024-12-20,2025-05-27,15.2,2024-09-01,70000.0,True,True,
700301,6120887,Cardinal Heating & Air Inc.,Residential HVAC services,"Florence, KY",Warehouse Associate,Warehouse Associate,Warehouse & Fleet,Entry,2024-04-17,2025-08-04,12.9,2024-09-01,,True,True,
700418,6120887,Cardinal Heating & Air Inc.,Residential HVAC services,"Lexington, KY",Branch Manager,Branch Manager,Executive & Corporate,Manager,2021-07-15,2026-07-25,1.2,2024-09-01,,True,True,
700146,6120887,Cardinal Heating & Air Inc.,Residential HVAC services,"Lexington, KY",Comfort Advisor,Sales Consultant,Sales,Mid,2021-10-13,2024-10-28,22.1,2024-09-01,,True,True,
700141,6120887,Cardinal Heating & Air Inc.,Residential HVAC services,"Lexington, KY",Comfort Advisor,Sales Consultant,Sales,Entry,2026-01-26,2026-06-10,2.7,2024-09-01,52500.0,True,True,
700155,6120887,Cardinal Heating & Air Inc.,Residential HVAC services,"Lexington, KY",Comfort Advisor,Sales Consultant,Sales,Entry,2026-07-16,2026-08-14,0.6,2024-09-01,57500.0,True,True,
700074,6120887,Cardinal Heating & Air Inc.,Residential HVAC services,"Lexington, KY",HVAC Installer,HVAC Installer,Field - Install,Mid,2023-10-20,2025-03-03,18.0,2024-09-01,55000.0,True,True,
700036,6120887,Cardinal Heating & Air Inc.,Residential HVAC services,"Lexington, KY",HVAC Service Technician,HVAC Service Technician,Field - Service,Mid,2023-06-23,2026-07-09,1.8,2024-09-01,,True,True,
700014,6120887,Cardinal Heating & Air Inc.,Residential HVAC services,"Lexington, KY",HVAC Service Technician,HVAC Service Technician,Field - Service,Mid,2023-06-13,2025-09-19,11.4,2024-09-01,,True,True,
700214,6120887,Cardinal Heating & Air Inc.,Residential HVAC services,"Lexington, KY",Inside Sales Representative,Inside Sales Representative,Sales,Mid,2017-01-15,2025-10-12,10.6,2024-09-01,50500.0,True,True,
700503,6120887,Cardinal Heating & Air Inc.,Residential HVAC services,"Lexington, KY",Project Coordinator,Operations Analyst,Executive & Corporate,Mid,2021-09-19,2026-03-03,6.0,2024-09-01,51000.0,True,True,
700504,6120887,Cardinal Heating & Air Inc.,Residential HVAC services,"Lexington, KY",Project Coordinator,Operations Analyst,Executive & Corporate,Entry,2026-02-10,2026-06-26,2.2,2024-09-01,52000.0,True,True,
700460,6120887,Cardinal Heating & Air Inc.,Residential HVAC services,"Lexington, KY",Regional Director,Regional Vice President,Executive & Corporate,Director,2023-08-20,2026-08-24,0.3,2024-09-01,115000.0,True,True,
700190,6120887,Cardinal Heating & Air Inc.,Residential HVAC services,"Lexington, KY",Residential Sales Consultant,Sales Consultant,Sales,Entry,2024-08-19,2025-12-30,8.0,2024-09-01,,True,True,
700207,6120887,Cardinal Heating & Air Inc.,Residential HVAC services,"Lexington, KY",Sales Manager,Sales Manager,Sales,Manager,2021-10-29,2025-08-20,12.4,2024-09-01,,True,True,
700052,6120887,Cardinal Heating & Air Inc.,Residential HVAC services,"Lexington, KY",Service Technician,Service Technician,Field - Service,Mid,2023-05-27,2025-04-30,16.1,2024-09-01,,True,True,
700326,6120887,Cardinal Heating & Air Inc.,Residential HVAC services,"Lexington, KY",Staff Accountant,Accountant,Finance & Accounting,Mid,2020-10-07,2024-12-30,20.0,2024-09-01,,True,True,
700336,6120887,Cardinal Heating & Air Inc.,Residential HVAC services,"Louisville, KY",Accounts Payable Specialist,AP/AR Specialist,Finance & Accounting,Entry,2026-02-15,2026-03-03,6.0,2024-09-01,,True,True,
700124,6120887,Cardinal Heating & Air Inc.,Residential HVAC services,"Louisville, KY",Apprentice HVAC Technician,HVAC Service Technician,Field - Service,Entry,2023-09-27,2026-07-15,1.6,2024-09-01,,True,True,
700413,6120887,Cardinal Heating & Air Inc.,Residential HVAC services,"Louisville, KY",Branch Manager,Branch Manager,Executive & Corporate,Manager,2023-12-01,2025-10-14,10.6,2024-09-01,,True,True,
700412,6120887,Cardinal Heating & Air Inc.,Residential HVAC services,"Louisville, KY",Branch Manager,Branch Manager,Executive & Corporate,Manager,2025-03-07,2025-09-17,11.5,2024-09-01,97000.0,True,True,
700415,6120887,Cardinal Heating & Air Inc.,Residential HVAC services,"Louisville, KY",Branch Manager,Branch Manager,Executive & Corporate,Manager,2025-04-16,2026-03-13,5.7,2024-09-01,,True,True,
700400,6120887,Cardinal Heating & Air Inc.,Residential HVAC services,"Louisville, KY",Brand Manager,Marketing Manager,Marketing,Manager,2019-08-06,2026-02-07,6.8,2024-09-01,82500.0,True,True,
700283,6120887,Cardinal Heating & Air Inc.,Residential HVAC services,"Louisville, KY",Call Center Team Lead,Customer Care Supervisor,Customer Care & Dispatch,Manager,2022-06-28,2025-08-25,12.2,2024-09-01,36500.0,True,True,
700282,6120887,Cardinal Heating & Air Inc.,Residential HVAC services,"Louisville, KY",Call Center Team Lead,Customer Care Supervisor,Customer Care & Dispatch,Manager,2025-12-04,2026-04-14,4.6,2024-09-01,,True,True,
700133,6120887,Cardinal Heating & Air Inc.,Residential HVAC services,"Louisville, KY",Comfort Advisor,Sales Consultant,Sales,Mid,2020-08-30,2026-01-14,7.6,2024-09-01,55000.0,True,True,
700135,6120887,Cardinal Heating & Air Inc.,Residential HVAC services,"Louisville, KY",Comfort Advisor,Sales Consultant,Sales,Entry,2024-10-29,2025-07-19,13.4,2024-09-01,,True,True,
700145,6120887,Cardinal Heating & Air Inc.,Residential HVAC services,"Louisville, KY",Comfort Advisor,Sales Consultant,Sales,Mid,2020-03-08,2026-01-17,7.5,2024-09-01,,True,True,
700149,6120887,Cardinal Heating & Air Inc.,Residential HVAC services,"Louisville, KY",Comfort Advisor,Sales Consultant,Sales,Mid,2023-03-19,2025-07-13,13.6,2024-09-01,56000.0,True,True,
700156,6120887,Cardinal Heating & Air Inc.,Residential HVAC services,"Louisville, KY",Comfort Advisor,Sales Consultant,Sales,Entry,2024-07-08,2025-04-22,16.3,2024-09-01,,True,True,
700340,6120887,Cardinal Heating & Air Inc.,Residential HVAC services,"Louisville, KY",Controller,Controller,Finance & Accounting,Manager,2016-12-15,2024-11-07,21.8,2024-09-01,,True,True,
700236,6120887,Cardinal Heating & Air Inc.,Residential HVAC services,"Louisville, KY",Customer Service Representative,Customer Service Representative,Customer Care & Dispatch,Entry,2026-04-29,2026-07-09,1.8,2024-09-01,,True,True,
700247,6120887,Cardinal Heating & Air Inc.,Residential HVAC services,"Louisville, KY",Customer Service Representative,Customer Service Representative,Customer Care & Dispatch,Mid,2023-09-27,2026-03-27,5.2,2024-09-01,,True,True,
700255,6120887,Cardinal Heating & Air Inc.,Residential HVAC services,"Louisville, KY",Customer Service Representative,Customer Service Representative,Customer Care & Dispatch,Mid,2023-09-25,2025-07-25,13.2,2024-09-01,,True,True,
700389,6120887,Cardinal Heating & Air Inc.,Residential HVAC services,"Louisville, KY",Digital Marketing Specialist,Digital Marketing Specialist,Marketing,Mid,2021-09-21,2026-06-23,2.3,2024-09-01,,True,True,
700405,6120887,Cardinal Heating & Air Inc.,Residential HVAC services,"Louisville, KY",Director of Operations,Operations Director,Executive & Corporate,Director,2025-05-20,2025-09-17,11.5,2024-09-01,111500.0,True,True,
700403,6120887,Cardinal Heating & Air Inc.,Residential HVAC services,"Louisville, KY",Director of Operations,Operations Director,Executive & Corporate,Director,2025-06-02,2026-08-23,0.3,2024-09-01,97000.0,True,True,
700278,6120887,Cardinal Heating & Air Inc.,Residential HVAC services,"Louisville, KY",Dispatcher,Dispatcher,Customer Care & Dispatch,Entry,2025-01-15,2025-06-22,14.3,2024-09-01,,True,True,
700352,6120887,Cardinal Heating & Air Inc.,Residential HVAC services,"Louisville, KY",HR Generalist,HR Business Partner,HR,Entry,2026-07-06,2026-07-14,1.6,2024-09-01,,True,True,
700068,6120887,Cardinal Heating & Air Inc.,Residential HVAC services,"Louisville, KY",HVAC Installer,HVAC Installer,Field - Install,Mid,2021-05-27,2025-05-06,15.9,2024-09-01,58500.0,True,True,
700078,6120887,Cardinal Heating & Air Inc.,Residential HVAC services,"Louisville, KY",HVAC Installer,HVAC Installer,Field - Install,Mid,2024-01-12,2025-11-05,9.9,2024-09-01,,True,True,
700037,6120887,Cardinal Heating & Air Inc.,Residential HVAC services,"Louisville, KY",HVAC Service Technician,HVAC Service Technician,Field - Service,Mid,2023-07-23,2025-04-02,17.0,2024-09-01,,True,True,
700011,6120887,Cardinal Heating & Air Inc.,Residential HVAC services,"Louisville, KY",HVAC Service Technician,HVAC Service Technician,Field - Service,Mid,2019-09-23,2024-12-19,20.4,2024-09-01,,True,True,
700180,6120887,Cardinal Heating & Air Inc.,Residential HVAC services,"Louisville, KY",Home Solutions Consultant,Sales Consultant,Sales,Mid,2019-08-22,2025-12-10,8.7,2024-09-01,,True,True,
700172,6120887,Cardinal Heating & Air Inc.,Residential HVAC services,"Louisville, KY",Home Solutions Consultant,Sales Consultant,Sales,Mid,2019-07-28,2026-07-27,1.2,2024-09-01,,True,True,
700169,6120887,Cardinal Heating & Air Inc.,Residential HVAC services,"Louisville, KY",Home Solutions Consultant,Sales Consultant,Sales,Mid,2022-12-31,2026-07-16,1.5,2024-09-01,46000.0,True,True,
700365,6120887,Cardinal Heating & Air Inc.,Residential HVAC services,"Louisville, KY",IT Support Specialist,Help Desk Technician,IT,Entry,2025-07-11,2025-12-28,8.1,2024-09-01,104000.0,True,True,
700440,6120887,Cardinal Heating & Air Inc.,Residential HVAC services,"Louisville, KY",Install Manager,Install Manager,Field Leadership,Manager,2024-06-02,2026-01-29,7.1,2024-09-01,88500.0,True,True,
700087,6120887,Cardinal Heating & Air Inc.,Residential HVAC services,"Louisville, KY",Install Technician,HVAC Installer,Field - Install,Mid,2023-05-27,2026-01-29,7.1,2024-09-01,46000.0,True,True,
700092,6120887,Cardinal Heating & Air Inc.,Residential HVAC services,"Louisville, KY",Install Technician,HVAC Installer,Field - Install,Mid,2023-02-08,2026-08-21,0.4,2024-09-01,,True,True,
700382,6120887,Cardinal Heating & Air Inc.,Residential HVAC services,"Louisville, KY",Marketing Coordinator,Marketing Coordinator,Marketing,Entry,2024-10-12,2026-07-20,1.4,2024-09-01,53000.0,True,True,
700310,6120887,Cardinal Heating & Air Inc.,Residential HVAC services,"Louisville, KY",Parts Runner,Warehouse Associate,Warehouse & Fleet,Mid,2022-09-30,2025-12-15,8.5,2024-09-01,,True,True,
700459,6120887,Cardinal Heating & Air Inc.,Residential HVAC services,"Louisville, KY",Regional Director,Regional Vice President,Executive & Corporate,Director,2016-09-18,2025-06-08,14.8,2024-09-01,,True,True,
700198,6120887,Cardinal Heating & Air Inc.,Residential HVAC services,"Louisville, KY",Residential Sales Consultant,Sales Consultant,Sales,Entry,2024-07-20,2025-12-12,8.6,2024-09-01,,True,True,
700195,6120887,Cardinal Heating & Air Inc.,Residential HVAC services,"Louisville, KY",Residential Sales Consultant,Sales Consultant,Sales,Entry,2025-05-10,2026-01-18,7.4,2024-09-01,,True,True,
700208,6120887,Cardinal Heating & Air Inc.,Residential HVAC services,"Louisville, KY",Sales Manager,Sales Manager,Sales,Manager,2025-08-27,2025-12-22,8.3,2024-09-01,,True,True,
700109,6120887,Cardinal Heating & Air Inc.,Residential HVAC services,"Louisville, KY",Senior Service Technician,HVAC Service Technician,Field - Service,Senior,2024-03-09,2025-09-10,11.7,2024-09-01,,True,True,
700046,6120887,Cardinal Heating & Air Inc.,Residential HVAC services,"Louisville, KY",Service Technician,Service Technician,Field - Service,Mid,2020-08-21,2026-02-24,6.2,2024-09-01,,True,True,
700323,6120887,Cardinal Heating & Air Inc.,Residential HVAC services,"Louisville, KY",Staff Accountant,Accountant,Finance & Accounting,Mid,2023-05-29,2025-06-25,14.2,2024-09-01,,True,True,
700466,6120887,Cardinal Heating & Air Inc.,Residential HVAC services,"Louisville, KY",Vice President of Operations,Regional Vice President,Executive & Corporate,Executive,2021-08-04,2025-03-15,17.6,2024-09-01,,True,True,
700615,9083341,Cardinal Comfort Solutions,HVAC equipment wholesale distribution,"Fort Myers, FL",Branch Manager - Distribution,Distribution Branch Manager,Wholesale Distribution,Manager,2025-12-26,2026-04-19,4.4,2024-09-01,,False,False,false_match_entity
700611,9083341,Cardinal Comfort Solutions,HVAC equipment wholesale distribution,"Fort Myers, FL",Branch Manager - Distribution,Distribution Branch Manager,Wholesale Distribution,Manager,2009-05-01,2018-08-23,96.3,2024-09-01,,False,False,false_match_entity
700619,9083341,Cardinal Comfort Solutions,HVAC equipment wholesale distribution,"Fort Myers, FL",Branch Manager - Distribution,Distribution Branch Manager,Wholesale Distribution,Manager,2017-12-13,2024-10-03,22.9,2024-09-01,,False,False,false_match_entity
700617,9083341,Cardinal Comfort Solutions,HVAC equipment wholesale distribution,"Fort Myers, FL",Branch Manager - Distribution,Distribution Branch Manager,Wholesale Distribution,Manager,2021-03-10,2026-07-14,1.6,2024-09-01,82000.0,False,False,false_match_entity
700552,9083341,Cardinal Comfort Solutions,HVAC equipment wholesale distribution,"Fort Myers, FL",Counter Sales Associate,Counter Sales Associate,Wholesale Distribution,Mid,2020-11-14,2025-04-25,16.2,2024-09-01,48500.0,False,False,false_match_entity
700567,9083341,Cardinal Comfort Solutions,HVAC equipment wholesale distribution,"Fort Myers, FL",Counter Sales Associate,Counter Sales Associate,Wholesale Distribution,Mid,2021-06-07,2025-12-08,8.8,2024-09-01,,False,False,false_match_entity
700557,9083341,Cardinal Comfort Solutions,HVAC equipment wholesale distribution,"Fort Myers, FL",Counter Sales Associate,Counter Sales Associate,Wholesale Distribution,Entry,2026-01-20,2026-01-21,7.3,2024-09-01,,False,False,false_match_entity
700571,9083341,Cardinal Comfort Solutions,HVAC equipment wholesale distribution,"Fort Myers, FL",Counter Sales Associate,Counter Sales Associate,Wholesale Distribution,Mid,2021-10-26,2025-03-01,18.0,2024-09-01,50000.0,False,False,false_match_entity
700551,9083341,Cardinal Comfort Solutions,HVAC equipment wholesale distribution,"Fort Myers, FL",Counter Sales Associate,Counter Sales Associate,Wholesale Distribution,Entry,2024-08-30,2025-09-11,11.7,2024-09-01,53500.0,False,False,false_match_entity
700562,9083341,Cardinal Comfort Solutions,HVAC equipment wholesale distribution,"Fort Myers, FL",Counter Sales Associate,Counter Sales Associate,Wholesale Distribution,Mid,2021-12-21,2025-03-28,17.1,2024-09-01,,False,False,false_match_entity
700572,9083341,Cardinal Comfort Solutions,HVAC equipment wholesale distribution,"Fort Myers, FL",Counter Sales Associate,Counter Sales Associate,Wholesale Distribution,Mid,2019-05-01,2026-02-09,6.7,2024-09-01,,False,False,false_match_entity
700564,9083341,Cardinal Comfort Solutions,HVAC equipment wholesale distribution,"Fort Myers, FL",Counter Sales Associate,Counter Sales Associate,Wholesale Distribution,Mid,2024-01-08,2026-08-24,0.3,2024-09-01,48500.0,False,False,false_match_entity
700555,9083341,Cardinal Comfort Solutions,HVAC equipment wholesale distribution,"Fort Myers, FL",Counter Sales Associate,Counter Sales Associate,Wholesale Distribution,Mid,2022-08-17,2025-08-18,12.5,2024-09-01,44500.0,False,False,false_match_entity
700636,9083341,Cardinal Comfort Solutions,HVAC equipment wholesale distribution,"Fort Myers, FL",Credit Analyst,Credit Analyst,Wholesale Distribution,Mid,2023-12-13,2026-03-28,5.2,2024-09-01,40000.0,False,False,false_match_entity
700635,9083341,Cardinal Comfort Solutions,HVAC equipment wholesale distribution,"Fort Myers, FL",Credit Analyst,Credit Analyst,Wholesale Distribution,Mid,2021-05-02,2026-02-28,6.1,2024-09-01,42000.0,False,False,false_match_entity
700630,9083341,Cardinal Comfort Solutions,HVAC equipment wholesale distribution,"Fort Myers, FL",Delivery Driver,Delivery Driver,Wholesale Distribution,Mid,2022-09-03,2024-10-22,22.3,2024-09-01,,False,False,false_match_entity
700598,9083341,Cardinal Comfort Solutions,HVAC equipment wholesale distribution,"Fort Myers, FL",Inside Sales - HVAC Parts,Parts Inside Sales,Wholesale Distribution,Mid,2009-11-01,2020-03-11,77.7,2024-09-01,,False,False,false_match_entity
700604,9083341,Cardinal Comfort Solutions,HVAC equipment wholesale distribution,"Fort Myers, FL",Inside Sales - HVAC Parts,Parts Inside Sales,Wholesale Distribution,Mid,2023-07-07,2025-12-26,8.2,2024-09-01,52000.0,False,False,false_match_entity
700596,9083341,Cardinal Comfort Solutions,HVAC equipment wholesale distribution,"Fort Myers, FL",Inside Sales - HVAC Parts,Parts Inside Sales,Wholesale Distribution,Mid,2014-07-01,2020-08-09,72.7,2024-09-01,,False,False,false_match_entity
700644,9083341,Cardinal Comfort Solutions,HVAC equipment wholesale distribution,"Fort Myers, FL",Regional Sales Director,Regional Sales Director,Wholesale Distribution,Director,2026-03-10,2026-04-12,4.7,2024-09-01,56500.0,False,False,false_match_entity
700517,9083341,Cardinal Comfort Solutions,HVAC equipment wholesale distribution,"Fort Myers, FL",Territory Sales Rep - Wholesale,Territory Sales Representative,Wholesale Distribution,Entry,2024-06-22,2025-03-29,17.1,2024-09-01,,False,False,false_match_entity
700534,9083341,Cardinal Comfort Solutions,HVAC equipment wholesale distribution,"Fort Myers, FL",Territory Sales Rep - Wholesale,Territory Sales Representative,Wholesale Distribution,Mid,2024-01-12,2025-08-21,12.4,2024-09-01,,False,False,false_match_entity
700518,9083341,Cardinal Comfort Solutions,HVAC equipment wholesale distribution,"Fort Myers, FL",Territory Sales Rep - Wholesale,Territory Sales Representative,Wholesale Distribution,Mid,2024-01-14,2026-05-30,3.1,2024-09-01,58000.0,False,False,false_match_entity
700537,9083341,Cardinal Comfort Solutions,HVAC equipment wholesale distribution,"Fort Myers, FL",Territory Sales Rep - Wholesale,Territory Sales Representative,Wholesale Distribution,Entry,2024-05-20,2025-11-05,9.9,2024-09-01,50000.0,False,False,false_match_entity
700516,9083341,Cardinal Comfort Solutions,HVAC equipment wholesale distribution,"Fort Myers, FL",Territory Sales Rep - Wholesale,Territory Sales Representative,Wholesale Distribution,Mid,2021-11-26,2026-07-02,2.0,2024-09-01,,False,False,false_match_entity
700515,9083341,Cardinal Comfort Solutions,HVAC equipment wholesale distribution,"Fort Myers, FL",Territory Sales Rep - Wholesale,Territory Sales Representative,Wholesale Distribution,Mid,2019-08-16,2025-03-04,17.9,2024-09-01,,False,False,false_match_entity
700520,9083341,Cardinal Comfort Solutions,HVAC equipment wholesale distribution,"Fort Myers, FL",Territory Sales Rep - Wholesale,Territory Sales Representative,Wholesale Distribution,Entry,2024-11-10,2025-11-25,9.2,2024-09-01,55500.0,False,False,false_match_entity
700519,9083341,Cardinal Comfort Solutions,HVAC equipment wholesale distribution,"Fort Myers, FL",Territory Sales Rep - Wholesale,Territory Sales Representative,Wholesale Distribution,Mid,2022-01-12,2026-03-19,5.5,2024-09-01,,False,False,false_match_entity
700577,9083341,Cardinal Comfort Solutions,HVAC equipment wholesale distribution,"Fort Myers, FL",Warehouse Associate,Warehouse Associate,Warehouse & Fleet,Mid,2010-09-01,2020-12-07,68.8,2024-09-01,36000.0,False,False,false_match_entity
700590,9083341,Cardinal Comfort Solutions,HVAC equipment wholesale distribution,"Fort Myers, FL",Warehouse Associate,Warehouse Associate,Warehouse & Fleet,Mid,2019-02-09,2026-05-08,3.8,2024-09-01,,False,False,false_match_entity
700576,9083341,Cardinal Comfort Solutions,HVAC equipment wholesale distribution,"Fort Myers, FL",Warehouse Associate,Warehouse Associate,Warehouse & Fleet,Mid,2012-04-01,2018-05-07,99.8,2024-09-01,,False,False,false_match_entity
700593,9083341,Cardinal Comfort Solutions,HVAC equipment wholesale distribution,"Fort Myers, FL",Warehouse Associate,Warehouse Associate,Warehouse & Fleet,Entry,2024-12-30,2025-05-06,15.9,2024-09-01,40000.0,False,False,false_match_entity
700575,9083341,Cardinal Comfort Solutions,HVAC equipment wholesale distribution,"Fort Myers, FL",Warehouse Associate,Warehouse Associate,Warehouse & Fleet,Mid,2009-01-01,2018-02-15,102.5,2024-09-01,,False,False,false_match_entity
