employee_id,opco,department,job_title,job_level,employee_type,pay_rate,pay_basis,scheduled_weekly_hours,hire_date,termination_date,status,work_state
RED-10040,Redwood Electric,Installation,Electrical Installer (Lvl 2),,Regular,24.7,Hourly,,2022-10-14,,Active,AZ
BAY-10411,Bayside Mechanical,Customer Care,Dispatcher,,Regular,21.71,Hourly,40.0,2022-08-24,,Active,FL
PIN-90080,Pinnacle Plumbing & Drain,Field,Plumbing Installer - Lead,,,42.42,,,2023-08-01,2025-11-16,Terminated,TX
PIN-10188,Pinnacle Plumbing & Drain,Field,Plumber - Journeyman,,Regular,29.77,,,2022-08-18,,Active,TX
BAY-10296,Bayside Mechanical,Service,HVAC Service Tech III,,FT,37.53,Hourly,40.0,2019-04-09,,Active,FL
RED-10009,Redwood Electric,Parts & Fleet,Apprentice Electrician (Lvl 1),,Regular,20.93,Hourly,,2022-06-17,,,AZ
BAY-10401,Bayside Mechanical,Customer Care,Customer Service Rep,,Regular,18.49,Hourly,28.0,2023-04-19,,Active,FL
BAY-10274,Bayside Mechanical,Service,HVAC Service Tech II,,Full-Time,27.82,Hourly,40.0,2023-10-03,,Active,FL
BAY-10430,Bayside Mechanical,Customer Care,Call Center Supervisor,,Regular,59000.0,Annual,40.0,2021-07-22,,Active,FL
NHS-90016,Northstar Corporate,Marketing,Marketing Manager,,,96000.0,Annual,40.0,2017-12-15,2025-08-06,Terminated,FL
PIN-10366,Pinnacle Plumbing & Drain,Call Center,Dispatcher,,FT,19.65,,,2024-09-19,,Active,TX
GLC-10010,Great Lakes Comfort Systems,Install,Installer,L1,Regular,17.48,Hourly,40.0,2025-04-17,,Active,MI
PIN-10317,Pinnacle Plumbing & Drain,Sales,Inside Sales Representative,,,20.65,,,2023-03-12,,Active,TX
NHS-10064,Northstar Corporate,Executive & Corporate,Executive Assistant,,Full-Time,71500.0,Annual,40.0,2023-09-21,,Active,FL
BAY-10154,Bayside Mechanical,Service,HVAC Service Tech I,,Regular,18.27,Hourly,40.0,2022-08-27,,Active,FL
PIN-10292,Pinnacle Plumbing & Drain,Sales,Sales Consultant,,FT,47500.0,,,2022-03-29,,Active,TX
RED-10114,Redwood Electric,Field Ops - Service,Apprentice Electrician (Lvl 1),,,17.79,Hourly,,2026-03-09,,Active,AZ
GLC-10065,Great Lakes Comfort Systems,Install,Installer,L2,Full-Time,27.55,Hourly,40.0,2014-10-07,,Active,MI
RED-10085,Redwood Electric,Installation,Lead Electrical Installer (Lvl 3),,Full-Time,42.78,Hourly,,2023-06-07,,Active,AZ
RED-10138,Redwood Electric,Field Ops - Service,Electrician (Lvl 2),,Full-Time,30.41,Hourly,,2024-03-02,,Active,AZ
BAY-10399,Bayside Mechanical,Customer Care,Customer Service Rep,,,16.84,Hourly,40.0,2025-02-03,,Active,FL
RED-10088,Redwood Electric,Installation,Lead Electrical Installer (Lvl 3),,Regular,43.35,Hourly,,2023-04-13,,Active,AZ
PIN-10184,Pinnacle Plumbing & Drain,Field,Plumber - Journeyman,,,24.06,,,2023-08-14,,Active,TX
RED-10181,Redwood Electric,Field Ops - Service,Electrician (Lvl 3),,FT,38.13,Hourly,,2023-06-22,,Active,AZ
GLC-10318,Great Lakes Comfort Systems,Customer Care,Customer Service Representative,L1,Regular,20.34,Hourly,28.0,2024-06-11,,Active,MI
PIN-10039,Pinnacle Plumbing & Drain,Field,Plumbing Installer,,Regular,24.69,,,2026-05-26,,Active,TX
RED-10256,Redwood Electric,Parts & Fleet,Warehouse Associate,,,20.07,Hourly,,2024-02-10,,Active,AZ
PIN-10309,Pinnacle Plumbing & Drain,Sales,Senior Sales Consultant,,Full-Time,61500.0,,,2024-07-25,,Active,TX
RED-10282,Redwood Electric,HR,Recruiter,,Regular,62500.0,Annual,,2022-08-04,,Active,AZ
PIN-10097,Pinnacle Plumbing & Drain,Field,Plumbing Installer,,Regular,24.51,,,2021-04-13,,Active,TX
PIN-10197,Pinnacle Plumbing & Drain,Field,Plumber - Journeyman,,,25.89,,,2023-08-18,,Active,TX
GLC-10203,Great Lakes Comfort Systems,Service - Plumbing,Technician,L2,Full-Time,29.01,Hourly,40.0,2019-04-05,,Active,MI
RED-10051,Redwood Electric,Installation,Electrical Installer (Lvl 2),,Full-Time,22.41,Hourly,,2021-01-01,,Active,AZ
RED-10261,Redwood Electric,Parts & Fleet,Warehouse Associate,,Regular,20.32,Hourly,,2021-10-09,,Active,AZ
NHS-10075,Northstar Corporate,Executive & Corporate,Chief Executive Officer,,Regular,438000.0,Annual,40.0,2022-08-01,,Active,FL
BAY-10416,Bayside Mechanical,Customer Care,Dispatcher,,Regular,23.45,Hourly,40.0,2023-03-17,,Active,FL
PIN-10209,Pinnacle Plumbing & Drain,Field,Plumber - Journeyman,,FT,27.39,,,2019-05-06,,Active,TX
GLC-10325,Great Lakes Comfort Systems,Customer Care,Dispatcher,L2,FT,20.11,Hourly,25.0,2024-12-06,,Active,MI
GLC-10090,Great Lakes Comfort Systems,Install,Installer,L3,FT,43.19,Hourly,40.0,2023-12-09,,Active,MI
PIN-10105,Pinnacle Plumbing & Drain,Field,Plumbing Installer - Lead,,Full-Time,42.38,,,2021-08-08,,Active,TX
PIN-10421,Pinnacle Plumbing & Drain,Acctg,Controller,,FT,123000.0,,,2022-08-28,,Active,TX
RED-10166,Redwood Electric,Field Ops - Service,Electrician (Lvl 2),,Regular,29.08,Hourly,,2025-04-09,,Active,AZ
PIN-10040,Pinnacle Plumbing & Drain,Field,Plumbing Installer,,FT,28.94,,,2023-05-28,,Active,TX
GLC-10269,Great Lakes Comfort Systems,Sales,Comfort Advisor,L2,Regular,49000.0,Annual,40.0,2025-09-05,,Active,MI
GLC-10385,Great Lakes Comfort Systems,Finance,Senior Accountant,L3,FT,77500.0,Annual,40.0,2025-02-06,,Active,MI
BAY-90029,Bayside Mechanical,Service,HVAC Service Tech II,,FT,32.63,Hourly,40.0,2021-02-08,2025-08-24,Terminated,FL
GLC-10321,Great Lakes Comfort Systems,Customer Care,Customer Service Representative,L1,FT,18.85,Hourly,29.0,2021-12-07,,Active,MI
GLC-10365,Great Lakes Comfort Systems,Warehouse,Parts Coordinator,L2,,24.94,Hourly,40.0,2025-03-23,,Active,MI
PIN-10004,Pinnacle Plumbing & Drain,Field,Plumbing Installer - Apprentice,,Regular,18.7,,,2023-03-10,,Active,TX
RED-10132,Redwood Electric,Field Ops - Service,Electrician (Lvl 2),,FT,28.82,Hourly,,2025-01-05,,Active,AZ
PIN-10135,Pinnacle Plumbing & Drain,Field,Installation Manager,,FT,84000.0,,,2021-12-26,,Active,TX
PIN-10306,Pinnacle Plumbing & Drain,Sales,Senior Sales Consultant,,,57500.0,,,2023-02-09,,Active,TX
PIN-10230,Pinnacle Plumbing & Drain,Field,Plumber - Journeyman,,,30.37,,,2024-05-27,,Active,TX
RED-10231,Redwood Electric,CSR,Cust Svc Rep,,Regular,20.8,Hourly,,2021-11-22,,Active,AZ
GLC-10383,Great Lakes Comfort Systems,Finance,Staff Accountant,L2,Full-Time,65000.0,Annual,40.0,2024-05-30,,Active,MI
GLC-10175,Great Lakes Comfort Systems,Service - Plumbing,Technician,L2,,32.65,Hourly,40.0,2025-06-03,,Active,MI
NHS-10060,Northstar Corporate,Marketing,Marketing Manager,,,96000.0,Annual,40.0,2019-10-21,,Active,FL
BAY-10286,Bayside Mechanical,Service,HVAC Service Tech III,,Full-Time,35.08,Hourly,40.0,2018-09-24,,Active,FL
PIN-10038,Pinnacle Plumbing & Drain,Field,Plumbing Installer,,Full-Time,27.01,,,2023-11-17,,Active,TX
GLC-90018,Great Lakes Comfort Systems,Install,Installer,L3,Regular,40.03,Hourly,40.0,2011-09-23,2026-03-19,Terminated,MI
BAY-10043,Bayside Mechanical,Install,HVAC Installer II,,,29.36,Hourly,40.0,2024-04-26,,Active,FL
PIN-10171,Pinnacle Plumbing & Drain,Field,Plumber - Journeyman,,,26.58,,,2025-02-06,,Active,TX
BAY-10010,Bayside Mechanical,Install,HVAC Installer I,,FT,20.74,Hourly,40.0,2024-02-25,,Active,FL
BAY-10166,Bayside Mechanical,Service,HVAC Service Tech I,,Regular,19.27,Hourly,40.0,2022-10-01,,Active,FL
RED-10052,Redwood Electric,Installation,Electrical Installer (Lvl 2),,Full-Time,24.03,Hourly,,2020-07-11,,Active,AZ
GLC-10041,Great Lakes Comfort Systems,Install,Installer,L2,FT,29.49,Hourly,40.0,2024-11-05,,Active,MI
BAY-10400,Bayside Mechanical,Customer Care,Customer Service Rep,,Full-Time,17.98,Hourly,40.0,2021-04-09,,Active,FL
PIN-10228,Pinnacle Plumbing & Drain,Field,Plumber - Journeyman,,,28.74,,,2023-02-14,,Active,TX
BAY-10228,Bayside Mechanical,Service,HVAC Service Tech II,,Full-Time,30.54,Hourly,40.0,2020-09-29,,Active,FL
PIN-10106,Pinnacle Plumbing & Drain,Field,Plumbing Installer - Lead,,,41.29,,,2017-09-08,,Active,TX
GLC-10306,Great Lakes Comfort Systems,Customer Care,Customer Service Representative,L1,Regular,18.72,Hourly,28.0,2023-04-24,,Active,MI
RED-10068,Redwood Electric,Installation,Electrical Installer (Lvl 2),,Full-Time,25.73,Hourly,,2025-07-02,,Active,AZ
PIN-10324,Pinnacle Plumbing & Drain,Call Center,CSR,,FT,16.95,,,2025-01-30,,Active,TX
GLC-10338,Great Lakes Comfort Systems,Customer Care,Call Center Supervisor,L3,Regular,61000.0,Annual,40.0,2023-10-31,,Active,MI
BAY-10226,Bayside Mechanical,Service,HVAC Service Tech II,,Regular,31.3,Hourly,40.0,2023-05-31,,Active,FL
GLC-C320,Great Lakes Comfort Systems,Install,Contract Installer,,Contractor,38.8,Hourly,40.0,2024-08-23,,Active,MI
GLC-10084,Great Lakes Comfort Systems,Install,Installer,L2,Regular,25.63,Hourly,40.0,2025-02-03,,Active,MI
GLC-10155,Great Lakes Comfort Systems,Service - HVAC,Technician,L2,Regular,28.84,Hourly,40.0,2018-01-19,,Active,MI
BAY-10011,Bayside Mechanical,Install,HVAC Installer I,,FT,17.75,Hourly,40.0,2025-03-10,,Active,FL
PIN-10241,Pinnacle Plumbing & Drain,Field,Plumber - Journeyman,,Regular,31.34,,,2022-08-15,,Active,TX
GLC-10364,Great Lakes Comfort Systems,Warehouse,Parts Coordinator,L2,,22.33,Hourly,40.0,2023-08-22,,Active,MI
BAY-90007,Bayside Mechanical,Service,HVAC Service Tech II,,FT,26.76,Hourly,40.0,2021-01-27,2025-07-28,Terminated,FL
BAY-10372,Bayside Mechanical,Customer Care,Customer Service Rep,,Full-Time,20.09,Hourly,40.0,2020-01-16,,Active,FL
BAY-10280,Bayside Mechanical,Service,HVAC Service Tech III,,Regular,39.71,Hourly,40.0,2024-12-06,,Active,FL
BAY-10088,Bayside Mechanical,Install,HVAC Installer II,,Regular,24.38,Hourly,40.0,2024-01-02,,Active,FL
BAY-10066,Bayside Mechanical,Install,HVAC Installer II,,Regular,26.04,Hourly,40.0,2024-10-30,,Active,FL
BAY-10479,Bayside Mechanical,IT,Help Desk Technician,,Full-Time,25.51,Hourly,40.0,2024-04-19,,Active,FL
BAY-10013,Bayside Mechanical,Install,HVAC Installer I,,,17.8,Hourly,40.0,2021-04-23,,Active,FL
PIN-10012,Pinnacle Plumbing & Drain,Field,Plumbing Installer - Apprentice,,,20.21,,,2024-01-12,,Active,TX
GLC-10389,Great Lakes Comfort Systems,IT,Systems Administrator,L2,Regular,91000.0,Annual,40.0,2025-07-05,,Active,MI
BAY-10121,Bayside Mechanical,Install,Lead HVAC Installer,,,40.44,Hourly,40.0,2022-02-28,,Active,FL
GLC-10204,Great Lakes Comfort Systems,Service - HVAC,Technician,L2,,25.48,Hourly,40.0,2021-02-16,,Active,MI
GLC-10141,Great Lakes Comfort Systems,Service - HVAC,Technician,L1,Regular,20.53,Hourly,40.0,2024-03-16,,Active,MI
PIN-10343,Pinnacle Plumbing & Drain,Call Center,CSR,,Full-Time,20.78,,,2023-04-01,,Active,TX
BAY-10357,Bayside Mechanical,Sales,Comfort Advisor,,,51000.0,Annual,40.0,2019-05-30,,Active,FL
RED-10116,Redwood Electric,Field Ops - Service,Apprentice Electrician (Lvl 1),,Full-Time,21.1,Hourly,,2026-05-16,,Active,AZ
BAY-10408,Bayside Mechanical,Customer Care,Customer Service Rep,,,19.69,Hourly,40.0,2011-06-30,,Active,FL
PIN-10202,Pinnacle Plumbing & Drain,Field,Plumber - Journeyman,,,27.42,,,2025-02-03,,Active,TX
GLC-10238,Great Lakes Comfort Systems,Service - HVAC,Technician,L3,Regular,43.5,Hourly,40.0,2024-01-05,,Active,MI
PIN-10243,Pinnacle Plumbing & Drain,Field,Plumber - Journeyman,,,29.49,,,2020-07-03,,Active,TX
GLC-10323,Great Lakes Comfort Systems,Customer Care,Customer Service Representative,L1,FT,16.33,Hourly,28.0,2022-12-13,,Active,MI
BAY-10147,Bayside Mechanical,Service,HVAC Service Tech I,,,21.12,Hourly,40.0,2025-03-18,,Active,FL
BAY-10352,Bayside Mechanical,Sales,Comfort Advisor,,,46500.0,Annual,40.0,2023-06-29,,Active,FL
RED-10039,Redwood Electric,Installation,Electrical Installer (Lvl 2),,Full-Time,26.94,Hourly,,2018-08-01,,Active,AZ
PIN-10082,Pinnacle Plumbing & Drain,Field,Plumbing Installer,,Full-Time,27.57,,,2024-11-12,,Active,TX
BAY-90040,Bayside Mechanical,Sales,Comfort Advisor,,FT,46000.0,Annual,40.0,2024-04-18,2025-11-10,Terminated,FL
GLC-10339,Great Lakes Comfort Systems,Customer Care,Call Center Supervisor,L3,Regular,59000.0,Annual,40.0,2024-09-30,,Active,MI
BAY-10180,Bayside Mechanical,Service,HVAC Service Tech II,,Full-Time,27.38,Hourly,40.0,2025-04-30,,Active,FL
GLC-10127,Great Lakes Comfort Systems,Service - HVAC,Technician,L1,Regular,19.59,Hourly,40.0,2025-04-15,,Active,MI
BAY-10188,Bayside Mechanical,Service,HVAC Service Tech II,,,27.51,Hourly,40.0,2025-12-15,,Active,FL
GLC-10298,Great Lakes Comfort Systems,Customer Care,Customer Service Representative,L1,Regular,16.92,Hourly,25.0,2017-06-28,,Active,MI
GLC-10153,Great Lakes Comfort Systems,Service - HVAC,Technician,L2,Regular,28.73,Hourly,40.0,2026-04-13,,Active,MI
PIN-10164,Pinnacle Plumbing & Drain,Field,Plumber - Journeyman,,Regular,33.58,,,2014-02-07,,Active,TX
BAY-10440,Bayside Mechanical,Warehouse,Warehouse Associate,,Regular,18.27,Hourly,40.0,2026-02-09,,Active,FL
BAY-10018,Bayside Mechanical,Install,HVAC Installer I,,Regular,19.58,Hourly,40.0,2019-09-22,,Active,FL
RED-C336,Redwood Electric,Parts & Fleet,Temp Warehouse Associate,,Temp,18.32,Hourly,,2025-03-01,,Active,AZ
BAY-10264,Bayside Mechanical,Service,HVAC Service Tech II,,Full-Time,26.51,Hourly,40.0,2021-06-18,,Active,FL
RED-10033,Redwood Electric,Installation,Electrical Installer (Lvl 2),,FT,24.48,Hourly,,2021-07-18,,Active,AZ
GLC-10346,Great Lakes Comfort Systems,Warehouse,Warehouse Associate,L1,FT,18.33,Hourly,20.0,2022-12-10,,Active,MI
BAY-10420,Bayside Mechanical,Customer Care,Dispatcher,,FT,485000.0,Annual,40.0,2020-11-09,,Active,FL
GLC-10144,Great Lakes Comfort Systems,Service - Plumbing,Technician,L2,Regular,27.19,Hourly,40.0,2025-04-13,,Active,MI
GLC-10168,Great Lakes Comfort Systems,Service - HVAC,Technician,L2,Regular,29.43,Hourly,40.0,2023-05-31,,Active,MI
RED-10003,Redwood Electric,Installation,Apprentice Electrician (Lvl 1),,,19.43,Hourly,,2022-10-01,,Active,AZ
RED-10097,Redwood Electric,Field Ops - Service,Apprentice Electrician (Lvl 1),,,17.56,Hourly,,2024-11-16,,Active,AZ
PIN-10136,Pinnacle Plumbing & Drain,Field,Plumber - Apprentice,,FT,17.41,,,2023-07-27,,Active,TX
GLC-10307,Great Lakes Comfort Systems,Customer Care,Customer Service Representative,L1,Full-Time,17.11,Hourly,40.0,2024-03-02,,Active,MI
PIN-10081,Pinnacle Plumbing & Drain,Field,Plumbing Installer,,,23.88,,,2024-07-27,,Active,TX
BAY-10105,Bayside Mechanical,Install,HVAC Installer II,,Regular,27.22,Hourly,40.0,2024-10-22,,Active,FL
BAY-10433,Bayside Mechanical,Warehouse,Warehouse Associate,,FT,17.65,Hourly,40.0,2024-12-29,,Active,FL
PIN-10214,Pinnacle Plumbing & Drain,Field,Plumber - Journeyman,,FT,33.44,,,2022-11-02,,Active,TX
GLC-10143,Great Lakes Comfort Systems,Service - Plumbing,Technician,L1,,21.5,Hourly,40.0,2025-11-27,,Active,MI
BAY-10041,Bayside Mechanical,Install,HVAC Installer II,,Regular,25.16,Hourly,40.0,2023-02-14,,Active,FL
GLC-10244,Great Lakes Comfort Systems,Service - Plumbing,Technician,L3,,41.02,Hourly,40.0,2023-04-21,,Active,MI
GLC-10114,Great Lakes Comfort Systems,Service - HVAC,Technician,L1,Regular,17.2,Hourly,40.0,2022-01-29,,Active,MI
PIN-10311,Pinnacle Plumbing & Drain,Sales,Senior Sales Consultant,,,50500.0,,,2024-02-08,,Active,TX
PIN-10094,Pinnacle Plumbing & Drain,Field,Plumbing Installer,,,22.96,,,2021-05-12,,Active,TX
BAY-10135,Bayside Mechanical,Install,Install Mgr,,Regular,82500.0,Annual,40.0,2024-01-10,,Active,FL
PIN-10189,Pinnacle Plumbing & Drain,Field,Plumber - Journeyman,,Full-Time,29.68,,,2022-05-13,,Active,TX
GLC-10224,Great Lakes Comfort Systems,Service - HVAC,Technician,L2,Full-Time,26.02,Hourly,40.0,2022-04-08,,Active,MI
RED-10154,Redwood Electric,Field Ops - Service,Electrician (Lvl 2),,,30.71,Hourly,,2026-01-24,,Active,AZ
PIN-10201,Pinnacle Plumbing & Drain,Field,Plumber - Journeyman,,Full-Time,26.21,,,2025-08-19,,Active,TX
GLC-10291,Great Lakes Comfort Systems,Customer Care,Customer Service Representative,L1,Full-Time,18.82,Hourly,29.0,2018-12-15,,Active,MI
GLC-10246,Great Lakes Comfort Systems,Service - HVAC,Technician,L3,,43.9,Hourly,40.0,2022-01-08,,Active,MI
GLC-10184,Great Lakes Comfort Systems,Service - Plumbing,Technician,L2,Regular,30.86,Hourly,40.0,2018-12-15,,Active,MI
NHS-10033,Northstar Corporate,IT,Systems Administrator,,Regular,76000.0,Annual,40.0,2023-08-21,,Active,FL
RED-10043,Redwood Electric,Installation,Electrical Installer (Lvl 2),,Regular,25.34,Hourly,,2022-12-13,,Active,AZ
GLC-10387,Great Lakes Comfort Systems,IT,Help Desk Technician,L1,Full-Time,25.08,Hourly,40.0,2016-06-21,,Active,MI
GLC-10369,Great Lakes Comfort Systems,Warehouse,Fleet Coordinator,L2,Regular,53000.0,Annual,40.0,2021-03-06,,Active,MI
BAY-10374,Bayside Mechanical,Customer Care,Customer Service Rep,,FT,19.07,Hourly,40.0,2025-07-24,,Active,FL
BAY-10383,Bayside Mechanical,Customer Care,Customer Service Rep,,Regular,17.5,Hourly,40.0,2024-08-08,,Active,FL
BAY-10368,Bayside Mechanical,Sales,Sales Manager,,FT,104500.0,Annual,40.0,2024-08-18,,Active,FL
NHS-10015,Northstar Corporate,HR,HR Business Partner,,Full-Time,93000.0,Annual,40.0,2024-10-23,,Active,FL
GLC-10149,Great Lakes Comfort Systems,Service - Plumbing,Technician,L2,,28.57,Hourly,40.0,2025-07-10,,Active,MI
BAY-10423,Bayside Mechanical,Customer Care,Dispatcher,,Regular,23.05,Hourly,40.0,2025-12-20,,Active,FL
BAY-10465,Bayside Mechanical,Finance,Payroll Specialist,,Full-Time,56000.0,Annual,40.0,2025-11-12,,Active,FL
PIN-10416,Pinnacle Plumbing & Drain,Acctg,Staff Accountant,,Regular,67500.0,,,2018-11-09,,Active,TX
RED-10035,Redwood Electric,Installation,Electrical Installer (Lvl 2),,FT,28.48,Hourly,,2020-08-01,,Active,AZ
BAY-10199,Bayside Mechanical,Service,HVAC Service Tech II,,FT,33.68,Hourly,40.0,2022-07-29,,Active,FL
RED-10209,Redwood Electric,Sales,Home Solutions Consultant,,,54000.0,Annual,,2017-03-17,,Active,AZ
BAY-10119,Bayside Mechanical,Install,Lead HVAC Installer,,Full-Time,44.45,Hourly,40.0,2021-08-20,,Active,FL
GLC-90083,Great Lakes Comfort Systems,Service - Plumbing,Technician,L2,Regular,30.83,Hourly,40.0,2022-07-14,2025-07-07,Terminated,MI
BAY-10257,Bayside Mechanical,Service,HVAC Service Tech II,,FT,,Hourly,40.0,2024-11-10,,Active,FL
GLC-10140,Great Lakes Comfort Systems,Service - HVAC,Technician,L1,Full-Time,20.16,Hourly,40.0,2024-07-29,,Active,MI
BAY-10442,Bayside Mechanical,Warehouse,Warehouse Associate,,FT,16.26,Hourly,40.0,2022-08-14,,Active,FL
RED-10167,Redwood Electric,Field Ops - Service,Electrician (Lvl 2),,Regular,26.65,Hourly,,2022-08-05,,Active,AZ
BAY-90031,Bayside Mechanical,Service,HVAC Service Tech II,,Full-Time,33.25,Hourly,40.0,2023-07-23,2025-08-09,Terminated,FL
GLC-10216,Great Lakes Comfort Systems,Service - HVAC,Technician,L2,Regular,30.03,Hourly,40.0,2022-09-23,,Active,MI
NHS-10034,Northstar Corporate,IT,Systems Administrator,,Regular,81500.0,Annual,40.0,2023-04-12,,Active,FL
NHS-10062,Northstar Corporate,Executive & Corporate,Executive Assistant,,FT,72000.0,Annual,40.0,2023-11-12,,Active,FL
RED-10268,Redwood Electric,Parts & Fleet,Warehouse Manager,,FT,65500.0,Annual,,2023-09-23,,Active,AZ
PIN-10001,Pinnacle Plumbing & Drain,Field,Plumbing Installer - Apprentice,,,17.16,,,2018-08-13,,Active,TX
PIN-10138,Pinnacle Plumbing & Drain,Field,Plumber - Apprentice,,Regular,20.7,,,2024-03-30,,Active,TX
BAY-10466,Bayside Mechanical,Finance,Payroll Specialist,,Regular,55500.0,Annual,40.0,2022-01-03,,Active,FL
RED-10126,Redwood Electric,Field Ops - Service,Electrician (Lvl 2),,FT,30.94,Hourly,,2022-03-10,,Active,AZ
PIN-10198,Pinnacle Plumbing & Drain,Field,Plumber - Journeyman,,Regular,24.86,,,2024-06-04,,Active,TX
GLC-10136,Great Lakes Comfort Systems,Service - HVAC,Technician,L1,FT,20.11,Hourly,40.0,2025-09-29,,Active,MI
BAY-10092,Bayside Mechanical,Install,HVAC Installer II,,Regular,29.38,Hourly,40.0,2024-03-11,,Active,FL
BAY-10071,Bayside Mechanical,Install,HVAC Installer II,,Regular,29.97,Hourly,40.0,2021-04-26,,Active,FL
RED-10163,Redwood Electric,Field Ops - Service,Electrician (Lvl 2),,,24.7,Hourly,,2019-09-09,,Active,AZ
BAY-C309,Bayside Mechanical,Service,Contract HVAC Technician,,1099,38.1,Hourly,40.0,2025-11-10,,Active,FL
RED-10028,Redwood Electric,Installation,Electrical Installer (Lvl 2),,,25.98,Hourly,,2022-08-15,,Active,AZ
GLC-10087,Great Lakes Comfort Systems,Install,Installer,L3,Regular,45.13,Hourly,40.0,2025-01-17,,Active,MI
RED-10192,Redwood Electric,Field Ops - Service,Electrician (Lvl 3),,Regular,42.69,Hourly,,2018-09-09,,Active,AZ
BAY-C312,Bayside Mechanical,Service,Contract HVAC Technician,,1099,53.57,Hourly,40.0,2025-05-19,,Active,FL
PIN-10019,Pinnacle Plumbing & Drain,Field,Plumbing Installer - Apprentice,,Regular,19.49,,,2025-09-04,,Active,TX
PIN-10385,Pinnacle Plumbing & Drain,Fleet,Warehouse Associate,,Regular,16.29,,,2018-10-01,,Active,TX
BAY-10224,Bayside Mechanical,Service,HVAC Service Tech II,,Regular,26.74,Hourly,40.0,2026-01-04,,Active,FL
BAY-10215,Bayside Mechanical,Service,HVAC Service Tech II,,Regular,28.25,Hourly,40.0,2020-07-31,,Active,FL
RED-10055,Redwood Electric,Installation,Electrical Installer (Lvl 2),,Full-Time,24.22,Hourly,,2021-02-16,,Active,AZ
BAY-10038,Bayside Mechanical,Install,HVAC Installer II,,,26.16,Hourly,40.0,2020-02-16,,Active,FL
GLC-10125,Great Lakes Comfort Systems,Service - HVAC,Technician,L1,,20.47,Hourly,40.0,2021-11-12,,Active,MI
GLC-10119,Great Lakes Comfort Systems,Service - Plumbing,Technician,L1,Full-Time,20.08,Hourly,40.0,2024-05-10,,Active,MI
RED-10071,Redwood Electric,Installation,Electrical Installer (Lvl 2),,Regular,23.27,Hourly,,2017-11-13,,Active,AZ
GLC-10335,Great Lakes Comfort Systems,Customer Care,Dispatcher,L2,,19.11,Hourly,40.0,2025-08-23,,Active,MI
GLC-10058,Great Lakes Comfort Systems,Install,Installer,L2,FT,27.12,Hourly,40.0,2019-08-19,,Active,MI
PIN-10424,Pinnacle Plumbing & Drain,Executive,Executive Assistant,,,64500.0,,,2026-05-11,,Active,TX
GLC-10004,Great Lakes Comfort Systems,Install,Installer,L1,,18.33,Hourly,40.0,2023-03-30,,Active,MI
GLC-10357,Great Lakes Comfort Systems,Warehouse,Warehouse Associate,L1,Full-Time,17.79,Hourly,40.0,2022-06-06,,Active,MI
GLC-10299,Great Lakes Comfort Systems,Customer Care,Customer Service Representative,L1,FT,19.62,Hourly,25.0,2016-04-09,,Active,MI
BAY-10294,Bayside Mechanical,Service,HVAC Service Tech III,,Regular,40.65,Hourly,40.0,2026-04-03,,Active,FL
BAY-10396,Bayside Mechanical,Customer Care,Customer Service Rep,,,18.12,Hourly,40.0,2023-05-01,,Active,FL
GLC-10267,Great Lakes Comfort Systems,Service - HVAC,Service Manager,L5,,96000.0,Annual,40.0,2017-12-20,,Active,MI
RED-10191,Redwood Electric,Field Ops - Service,Electrician (Lvl 3),,Regular,43.51,Hourly,,2022-01-23,,Active,AZ
RED-10076,Redwood Electric,Installation,Lead Electrical Installer (Lvl 3),,FT,43.56,Hourly,,2017-11-21,,Active,AZ
PIN-C335,Pinnacle Plumbing & Drain,Fleet,Temp Warehouse Associate,,Temp,17.2,,,2026-04-13,,Active,TX
RED-10255,Redwood Electric,Parts & Fleet,Warehouse Associate,,Regular,,Hourly,,2026-03-13,,Active,AZ
RED-C317,Redwood Electric,Installation,Contract Installer,,Contractor,45.82,Hourly,,2025-12-13,,Active,AZ
RED-10227,Redwood Electric,CSR,Cust Svc Rep,,Regular,20.33,Hourly,,2026-05-06,,Active,AZ
GLC-10076,Great Lakes Comfort Systems,Install,Installer,L2,Regular,28.01,Hourly,40.0,2023-04-25,,Active,MI
PIN-10052,Pinnacle Plumbing & Drain,Field,Plumbing Installer,,,22.81,,,2024-03-10,,Active,TX
PIN-10229,Pinnacle Plumbing & Drain,Field,Plumber - Journeyman,,FT,30.16,,,2022-07-25,,Active,TX
BAY-10415,Bayside Mechanical,Customer Care,Dispatcher,,Regular,23.5,Hourly,40.0,2022-08-07,,Active,FL
GLC-10210,Great Lakes Comfort Systems,Service - HVAC,Technician,L2,,29.58,Hourly,40.0,2022-02-18,,Active,MI
RED-10125,Redwood Electric,Field Ops - Service,Electrician (Lvl 2),,Regular,32.64,Hourly,,2018-02-02,,Active,AZ
PIN-10246,Pinnacle Plumbing & Drain,Field,Plumber - Master,,FT,39.58,,,2025-11-26,,Active,TX
PIN-90079,Pinnacle Plumbing & Drain,Field,Plumbing Installer,,FT,26.56,,,2022-07-11,2026-05-07,Terminated,TX
BAY-90098,Bayside Mechanical,Service,HVAC Service Tech II,,Full-Time,29.6,Hourly,40.0,2017-11-08,2026-03-11,Terminated,FL
GLC-10386,Great Lakes Comfort Systems,Finance,Controller,L4,,125500.0,Annual,40.0,2025-05-20,,Active,MI
BAY-10295,Bayside Mechanical,Service,HVAC Service Tech III,,Full-Time,39.11,Hourly,40.0,2024-12-13,,Active,FL
