profile_id,entity_id,title_raw,title_provider_cleaned,seniority_provider,location,start_date,profile_last_updated,salary_est_base
700272,4471023,Dispatcher,Dispatcher,Entry,"Louisville, KY",2024-12-04,2025-05-23,
700178,4471023,Home Solutions Consultant,Sales Representative,Mid,"Dayton, OH",2019-01-24,2025-12-15,
700388,4471023,Digital Marketing Specialist,Marketing Specialist,Mid,"Cincinnati, OH",2023-06-09,2026-06-15,
700129,4471023,Comfort Advisor,Sales Representative,Mid,"Florence, KY",2009-09-01,2018-06-01,
700130,4471023,Comfort Advisor,Sales Representative,Mid,"Dayton, OH",2014-04-01,2018-01-12,
700039,4471023,Service Technician,Service Technician,Mid,"Columbus, OH",2007-11-01,2022-08-02,
700569,9083341,Counter Sales Associate,Counter Sales,Mid,"Lakeland, FL",2022-09-17,2025-07-12,
700194,4471023,Residential Sales Consultant,Sales Representative,Entry,"Lexington, KY",2025-02-02,2025-11-30,
700564,9083341,Counter Sales Associate,Counter Sales,Mid,"Fort Myers, FL",2024-01-08,2026-08-24,48500.0
700230,4471023,Customer Service Representative,Customer Service Rep,Mid,"Cincinnati, OH",2024-02-13,2026-01-19,
700114,6120887,Lead Installer,Lead Installer,Senior,"Louisville, KY",2012-02-01,2019-11-19,
700304,4471023,Warehouse Associate,Warehouse Associate,Entry,"Cincinnati, OH",2024-10-06,2024-11-11,
700016,4471023,HVAC Service Technician,Service Technician,Mid,"Cincinnati, OH",2023-11-28,2026-08-11,
700003,4471023,HVAC Service Technician,Service Technician,Mid,"Dayton, OH",2012-07-01,2022-03-07,
700231,4471023,Customer Service Representative,Customer Service Rep,Mid,"Dayton, OH",2016-04-03,2026-04-13,
700053,4471023,Service Technician,Service Technician,Entry,"Lexington, KY",2024-11-04,2026-04-22,
700263,4471023,Dispatcher,Dispatcher,Mid,"Cincinnati, OH",2006-12-01,2022-08-11,
700335,4471023,Accounts Payable Specialist,Accounts Payable,Entry,"Florence, KY",2024-09-17,2024-11-26,93000.0
700143,4471023,Comfort Advisor,Sales Representative,Mid,"Lexington, KY",2018-02-12,2026-04-06,
700019,4471023,HVAC Service Technician,Service Technician,Mid,"Mason, OH",2019-08-25,2026-01-07,59500.0
700512,9083341,Territory Sales Rep - Wholesale,Sales Representative,Mid,"Tampa, FL",2011-08-01,2018-03-03,
700479,4471023,Team Member,Unknown,Entry,"Cincinnati, OH",2024-08-01,2025-09-23,36500.0
700330,4471023,Accounts Payable Specialist,Accounts Payable,Mid,"Florence, KY",2007-03-01,2018-11-27,
700520,9083341,Territory Sales Rep - Wholesale,Sales Representative,Entry,"Fort Myers, FL",2024-11-10,2025-11-25,55500.0
700298,4471023,Warehouse Associate,Warehouse Associate,Mid,"Cincinnati, OH",2012-04-01,2022-11-17,
700214,6120887,Inside Sales Representative,Inside Sales,Mid,"Lexington, KY",2017-01-15,2025-10-12,50500.0
700184,4471023,Residential Sales Consultant,Sales Representative,Mid,"Cincinnati, OH",2009-02-01,2021-03-20,
700606,9083341,Inside Sales - HVAC Parts,Inside Sales,Mid,"Tampa, FL",2021-11-22,2025-02-04,
700379,6120887,Marketing Coordinator,Marketing Coordinator,Mid,"Florence, KY",2006-05-01,2018-12-26,
700029,4471023,HVAC Service Technician,Service Technician,Mid,"Dayton, OH",2018-12-01,2025-01-09,
700581,9083341,Warehouse Associate,Warehouse Associate,Mid,"Orlando, FL",2021-04-20,2024-12-24,41500.0
700444,4471023,Field Supervisor,Field Supervisor,Manager,"Cincinnati, OH",2013-12-01,2018-02-07,
700083,4471023,Install Technician,Installer,Mid,"Columbus, OH",2007-02-01,2019-08-15,
700612,9083341,Branch Manager - Distribution,Branch Manager,Manager,"Tampa, FL",2008-04-01,2020-09-15,82500.0
700241,4471023,Customer Service Representative,Customer Service Rep,Entry,"Cincinnati, OH",2026-03-18,2026-05-15,
700422,4471023,Operations Manager,Operations Manager,Manager,"Columbus, OH",2026-06-24,2026-07-12,
700505,4471023,Project Coordinator,Project Coordinator,Entry,"Cincinnati, OH",2024-08-06,2026-04-20,
700077,4471023,HVAC Installer,Installer,Mid,"Mason, OH",2022-10-07,2025-01-10,49500.0
700026,4471023,HVAC Service Technician,Service Technician,Entry,"Florence, KY",2024-05-04,2025-12-05,
700629,9083341,Delivery Driver,Driver,Mid,"Tampa, FL",2023-04-16,2026-03-28,
700279,4471023,Dispatcher,Dispatcher,Mid,"Mason, OH",2022-04-08,2025-08-27,40500.0
700300,4471023,Warehouse Associate,Warehouse Associate,Entry,"Cincinnati, OH",2025-02-24,2025-10-23,
700585,9083341,Warehouse Associate,Warehouse Associate,Entry,"Orlando, FL",2024-09-11,2025-09-09,
700090,4471023,Install Technician,Installer,Mid,"Louisville, KY",2020-02-12,2024-11-22,60500.0
700126,6120887,Comfort Advisor,Sales Representative,Mid,"Florence, KY",2014-10-01,2022-12-10,56500.0
700205,4471023,Sales Manager,Sales Manager,Manager,"Louisville, KY",2025-03-26,2025-09-24,
700137,4471023,Comfort Advisor,Sales Representative,Mid,"Columbus, OH",2021-12-05,2025-09-15,
700365,6120887,IT Support Specialist,IT Support,Entry,"Louisville, KY",2025-07-11,2025-12-28,104000.0
700431,4471023,Service Manager,Service Manager,Manager,"Columbus, OH",2022-11-25,2024-11-10,
700425,4471023,Operations Manager,Operations Manager,Manager,"Mason, OH",2025-02-01,2026-05-24,
700465,4471023,Vice President of Operations,VP Operations,Executive,"Mason, OH",2021-09-30,2025-04-05,
700589,9083341,Warehouse Associate,Warehouse Associate,Entry,"Lakeland, FL",2026-03-13,2026-06-19,
700360,4471023,HR Manager,HR Manager,Manager,"Cincinnati, OH",2014-05-01,2020-04-03,
700420,4471023,Operations Manager,Operations Manager,Manager,"Cincinnati, OH",2008-04-01,2021-01-05,
700048,4471023,Service Technician,Service Technician,Entry,"Florence, KY",2025-05-17,2025-11-24,
700244,4471023,Customer Service Representative,Customer Service Rep,Mid,"Cincinnati, OH",2023-01-14,2026-07-28,
700555,9083341,Counter Sales Associate,Counter Sales,Mid,"Fort Myers, FL",2022-08-17,2025-08-18,44500.0
700293,4471023,Customer Experience Manager,Customer Service Manager,Manager,"Mason, OH",2026-04-23,2026-05-18,41500.0
700321,4471023,Staff Accountant,Accountant,Entry,"Louisville, KY",2025-02-08,2026-04-03,89000.0
700327,4471023,Staff Accountant,Accountant,Entry,"Cincinnati, OH",2026-07-10,2026-07-15,68500.0
700483,4471023,Associate,Unknown,Mid,"Dayton, OH",2006-10-01,2018-01-07,
700415,6120887,Branch Manager,Branch Manager,Manager,"Louisville, KY",2025-04-16,2026-03-13,
700584,9083341,Warehouse Associate,Warehouse Associate,Entry,"Fort Myers, FL",2024-10-25,2024-11-22,
700257,4471023,Customer Service Representative,Customer Service Rep,Mid,"Florence, KY",2023-01-09,2025-11-07,
700136,4471023,Comfort Advisor,Sales Representative,Mid,"Cincinnati, OH",2020-04-13,2024-12-28,
700494,4471023,Intern,Intern,Entry,"Dayton, OH",2021-11-11,2025-01-20,
700245,4471023,Customer Service Representative,Customer Service Rep,Entry,"Cincinnati, OH",2024-08-28,2025-05-07,
700262,4471023,Dispatcher,Dispatcher,Mid,"Mason, OH",2010-03-01,2021-04-25,
700043,4471023,Service Technician,Service Technician,Mid,"Columbus, OH",2008-03-01,2021-06-06,
700120,4471023,Apprentice HVAC Technician,Apprentice Technician,Entry,"Louisville, KY",2007-05-01,2019-12-26,
700487,4471023,Associate,Unknown,Entry,"Louisville, KY",2024-03-16,2026-07-24,
700288,4471023,Call Center Team Lead,Customer Service Supervisor,Manager,"Cincinnati, OH",2020-03-30,2025-10-06,
700099,4471023,Plumber,Plumber,Entry,"Mason, OH",2024-11-13,2025-07-24,
700402,4471023,Director of Operations,Operations Director,Director,"Louisville, KY",2023-10-13,2026-07-04,
700063,4471023,HVAC Installer,Installer,Mid,"Cincinnati, OH",2010-08-01,2018-06-13,
700336,6120887,Accounts Payable Specialist,Accounts Payable,Entry,"Louisville, KY",2026-02-15,2026-03-03,
700308,4471023,Parts Runner,Warehouse Associate,Mid,"Cincinnati, OH",2023-04-30,2025-12-12,
700023,4471023,HVAC Service Technician,Service Technician,Mid,"Cincinnati, OH",2020-04-20,2025-08-15,
700617,9083341,Branch Manager - Distribution,Branch Manager,Manager,"Fort Myers, FL",2021-03-10,2026-07-14,82000.0
700215,4471023,Inside Sales Representative,Inside Sales,Mid,"Columbus, OH",2024-02-25,2026-03-29,
700186,4471023,Residential Sales Consultant,Sales Representative,Mid,"Columbus, OH",2023-05-06,2025-04-03,
700490,4471023,Associate,Unknown,Entry,"Lexington, KY",2025-08-05,2025-11-01,
700414,4471023,Branch Manager,Branch Manager,Manager,"Dayton, OH",2022-02-07,2026-03-21,
700421,4471023,Operations Manager,Operations Manager,Manager,"Cincinnati, OH",2019-01-13,2025-11-28,
700218,6120887,Customer Service Representative,Customer Service Rep,Mid,"Lexington, KY",2007-03-01,2020-10-21,
700155,6120887,Comfort Advisor,Sales Representative,Entry,"Lexington, KY",2026-07-16,2026-08-14,57500.0
700331,4471023,Accounts Payable Specialist,Accounts Payable,Mid,"Lexington, KY",2021-09-26,2025-07-13,
700081,4471023,HVAC Installer,Installer,Entry,"Columbus, OH",2024-07-06,2025-12-20,
700620,9083341,Branch Manager - Distribution,Branch Manager,Manager,"Orlando, FL",2021-08-22,2025-12-12,84500.0
700351,4471023,HR Generalist,HR Generalist,Mid,"Dayton, OH",2023-11-22,2025-04-21,
700255,6120887,Customer Service Representative,Customer Service Rep,Mid,"Louisville, KY",2023-09-25,2025-07-25,
700306,4471023,Warehouse Associate,Warehouse Associate,Mid,"Cincinnati, OH",2023-06-10,2026-08-09,43500.0
700558,9083341,Counter Sales Associate,Counter Sales,Mid,"Lakeland, FL",2022-10-14,2025-09-15,
700596,9083341,Inside Sales - HVAC Parts,Inside Sales,Mid,"Fort Myers, FL",2014-07-01,2020-08-09,
700595,9083341,Warehouse Associate,Warehouse Associate,Mid,"Fort Myers, FL",2021-09-08,2025-12-22,
700406,4471023,Director of Operations,Operations Director,Director,"Columbus, OH",2024-10-26,2026-04-19,85000.0
700618,9083341,Branch Manager - Distribution,Branch Manager,Manager,"Orlando, FL",2022-05-10,2026-07-07,
700370,4471023,Systems Administrator,Systems Administrator,Mid,"Dayton, OH",2006-04-01,2019-01-16,92500.0
700392,4471023,Digital Marketing Specialist,Marketing Specialist,Mid,"Cincinnati, OH",2023-07-13,2025-04-08,
700280,4471023,Call Center Team Lead,Customer Service Supervisor,Manager,"Cincinnati, OH",2006-12-01,2022-12-02,
700017,4471023,HVAC Service Technician,Service Technician,Entry,"Mason, OH",2025-05-10,2025-07-26,58500.0
700448,4471023,Field Supervisor,Field Supervisor,Manager,"Florence, KY",2024-11-30,2025-07-22,
700521,9083341,Territory Sales Rep - Wholesale,Sales Representative,Mid,"Tampa, FL",2022-11-12,2025-09-14,53000.0
700297,4471023,Warehouse Associate,Warehouse Associate,Mid,"Mason, OH",2010-10-01,2019-02-01,
700170,4471023,Home Solutions Consultant,Sales Representative,Mid,"Louisville, KY",2020-03-05,2025-04-04,
700009,4471023,HVAC Service Technician,Service Technician,Mid,"Cincinnati, OH",2010-10-01,2019-11-10,
700601,9083341,Inside Sales - HVAC Parts,Inside Sales,Mid,"Tampa, FL",2021-04-30,2024-10-25,
700156,6120887,Comfort Advisor,Sales Representative,Entry,"Louisville, KY",2024-07-08,2025-04-22,
700519,9083341,Territory Sales Rep - Wholesale,Sales Representative,Mid,"Fort Myers, FL",2022-01-12,2026-03-19,
700389,6120887,Digital Marketing Specialist,Marketing Specialist,Mid,"Louisville, KY",2021-09-21,2026-06-23,
700091,4471023,Install Technician,Installer,Entry,"Cincinnati, OH",2024-06-23,2025-08-03,
700556,9083341,Counter Sales Associate,Counter Sales,Entry,"Orlando, FL",2024-03-05,2025-02-05,56000.0
700591,9083341,Warehouse Associate,Warehouse Associate,Entry,"Lakeland, FL",2025-09-06,2026-03-03,
700353,4471023,HR Generalist,HR Generalist,Mid,"Louisville, KY",2024-01-20,2025-07-11,
700366,4471023,IT Support Specialist,IT Support,Mid,"Lexington, KY",2023-07-08,2025-08-28,72000.0
700051,4471023,Service Technician,Service Technician,Entry,"Cincinnati, OH",2024-11-04,2025-02-03,
